"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"11","Saquon Barkley","PHI","rb","9","10","170.8","0","0","0","0","0","0","162.9863","727.381","6.3489","38.9387","31.7495","222.3012","1.2673","2.5466","1.1586","0.3314","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12","Jaxon Smith-Njigba","SEA","wr","8","10","186.6","0","0","0","0","0","0","3.1431","17.2348","0.1161","103.0032","73.7606","832.3855","4.5877","0.8376","0.4575","0.3066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13","Bucky Irving","TB","rb","9","9","158.1","0","0","0","0","0","0","146.1394","632.3852","3.9218","42.8638","37.5316","262.1741","1.5294","2.381","1.0928","0.293","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14","Javonte Williams","DAL","rb","10","10","157.9","0","0","0","0","0","0","151.7483","660.1795","5.1379","39.8668","33.4552","220.5731","1.1861","2.413","1.1019","0.3113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","Jake Ferguson","DAL","te","10","10","150.2","0","0","0","0","0","0","0","0","0","79.3745","65.496","550.806","4.8712","0","0","0.2129","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16","Justin Jefferson","MIN","wr","6","11","182.5","0","0","0","0","0","0","0","0","0","109.511","70.536","851.0443","4.3977","0","0","0.2518","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","Amon-Ra St. Brown","DET","wr","8","10","181.7","0","0","0","0","0","0","8.3836","52.3254","0.4956","85.608","68.867","741.7839","5.125","0.8557","0.4596","0.2967","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","Lamar Jackson","BLT","qb","7","11","204.9","201.1505","282.8637","2206.7053","17.12","5.4721","23.6082","70.6369","435.3882","2.2386","0","0","0","0","0","0","1.0835","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","Kyren Williams","LA","rb","8","10","149.6","0","0","0","0","0","0","159.2881","671.4661","5.0462","31.3836","24.9934","180.7827","1.7969","2.4237","1.0964","0.2796","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","Josh Allen","BUF","qb","7","11","201.1","210.4266","298.2635","2210.4385","16.0118","5.8389","14.5735","71.2308","323.745","4.304","0","0","0","0","0","0","1.0512","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","D'Andre Swift","CHI","rb","5","11","148.1","0","0","0","0","0","0","149.8011","622.2474","4.4251","41.8109","34.1664","220.171","0.8033","2.3943","1.0946","0.2515","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22","Quinshon Judkins","CLV","rb","9","10","147.1","0","0","0","0","0","0","182.3327","781.6043","6.0237","24.0996","19.1208","127.2373","0.4794","2.6721","1.1986","0.2302","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23","Rashee Rice","KC","wr","10","10","173.6","0","0","0","0","0","0","1.8061","10.1055","0.0881","96.1172","72.6513","671.5211","5.4405","0.8076","0.443","0.2632","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24","Derrick Henry","BLT","rb","7","11","146.2","0","0","0","0","0","0","173.7079","830.871","7.5059","11.9253","9.9644","70.8778","0.4436","2.4567","1.0928","0.2714","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25","Chase Brown","CIN","rb","10","10","144.8","0","0","0","0","0","0","138.7789","588.1116","3.7984","42.0957","33.7341","231.1572","1.3027","2.2406","1.0264","0.2928","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26","George Kittle","SF","te","14","10","136.2","0","0","0","0","0","0","0","0","0","67.5864","48.7126","601.0279","4.503","0","0","0.1819","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27","Jaylen Warren","PIT","rb","5","11","142.3","0","0","0","0","0","0","129.5281","564.3933","3.2953","42.7799","36.1386","249.0013","1.0732","2.1179","0.9754","0.2661","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28","Drake London","ATL","wr","5","11","168.7","0","0","0","0","0","0","0","0","0","101.0058","65.4609","755.1091","4.5355","0","0","0.258","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29","Cam Skattebo","NYG","rb","14","10","140.2","0","0","0","0","0","0","138.931","585.2967","5.0046","35.0184","28.4835","194.0569","0.8678","2.186","0.9961","0.2463","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30","Ashton Jeanty","LV","rb","8","10","138.1","0","0","0","0","0","0","157.2016","650.5584","4.1436","31.016","26.0949","175.1487","1.0517","2.4074","1.0906","0.2423","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31","Alvin Kamara","NO","rb","11","10","137.7","0","0","0","0","0","0","153.0412","624.872","4.0022","36.467","28.9031","195.3615","0.7422","2.3814","1.0825","0.2454","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32","Woody Marks","HST","rb","6","11","137","0","0","0","0","0","0","133.2393","534.4734","3.3971","41.2771","32.2015","242.1332","1.3725","2.1491","0.9843","0.2412","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33","Rhamondre Stevenson","NE","rb","14","10","135.7","0","0","0","0","0","0","135.9451","569.4371","4.1063","35.3484","29.3194","205.126","0.8839","2.1546","0.9833","0.2427","307.3654","0.0786","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34","Zay Flowers","BLT","wr","7","11","160.8","0","0","0","0","0","0","6.1946","40.2781","0.2863","84.6402","59.346","731.5022","3.7852","0.7235","0.3899","0.3154","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35","CeeDee Lamb","DAL","wr","10","10","160.2","0","0","0","0","0","0","5.0506","30.1772","0.2608","86.5577","60.8775","700.3685","4.1675","0.7245","0.3922","0.2389","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"36","Breece Hall","NYJ","rb","9","10","132.9","0","0","0","0","0","0","138.3869","600.0052","3.4715","34.4137","27.2751","198.662","1.0747","2.1656","0.9856","0.2219","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37","Nico Collins","HST","wr","6","10","158.8","0","0","0","0","0","0","0","0","0","88.5882","57.3248","744.5319","4.4294","0","0","0.2047","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38","Jaylen Waddle","MIA","wr","12","10","157.6","0","0","0","0","0","0","0","0","0","86.9049","58.6622","736.2427","4.1477","0","0","0.2243","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39","Tyler Warren","IND","te","11","10","123","0","0","0","0","0","0","0","0","0","71.6195","51.9641","492.4746","3.5617","0","0","0.2058","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","Patrick Mahomes","KC","qb","10","10","182.2","247.9495","337.1348","2492.9658","17.8925","5.9628","18.4727","29.8276","201.5627","0.1386","0","0","0","0","0","0","0.9135","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41","Travis Etienne Jr.","JAX","rb","8","10","129.2","0","0","0","0","0","0","147.1306","643.7646","3.9818","28.1488","23.143","150.915","0.7043","2.2393","1.0131","0.2308","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42","Rome Odunze","CHI","wr","5","11","155.1","0","0","0","0","0","0","1.0796","6.3326","0.0476","96.0233","56.7424","704.299","4.5338","0.6263","0.344","0.2312","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43","Tetairoa McMillan","CAR","wr","14","10","153.8","0","0","0","0","0","0","0","0","0","96.6588","59.6252","677.4481","4.3307","0","0","0.2174","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44","Jacory Croskey-Merritt","WAS","rb","12","10","126.6","0","0","0","0","0","0","147.8227","668.179","5.5374","18.1216","15.0157","102.0857","0.4671","2.1611","0.9689","0.2432","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45","Omarion Hampton","LAC","rb","12","8","126.4","0","0","0","0","0","0","130.4774","556.4582","3.8584","31.9451","26.7635","180.4649","0.6937","2.0531","0.9355","0.2355","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46","Tucker Kraft","GB","te","5","11","118.5","0","0","0","0","0","0","7.642","45.2113","0.3363","57.147","44.0865","443.002","3.9711","0.5786","0.3078","0.1955","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","Brock Bowers","LV","te","8","10","118.5","0","0","0","0","0","0","0","0","0","67.2524","51.3518","492.1124","2.9361","0","0","0.1581","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48","Kyle Pitts","ATL","te","5","11","118","0","0","0","0","0","0","0","0","0","71.5613","48.417","510.5757","3.0247","0","0","0.1828","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"49","Trey Benson","ARZ","rb","8","9","124.7","0","0","0","0","0","0","126.8483","553.4662","3.7227","31.1619","25.6923","174.8912","0.8687","1.9925","0.9076","0.2277","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50","Kenneth Walker III","SEA","rb","8","10","123.6","0","0","0","0","0","0","136.1215","574.3891","5.1836","23.481","19.7811","132.5214","0.5716","2.0542","0.9276","0.2353","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51","Jordan Love","GB","qb","5","11","176.2","237.8564","338.957","2527.3448","18.0241","7.6745","16.9055","27.8149","119.8189","0.6982","0","0","0","0","0","0","1.1078","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52","Jayden Daniels","WAS","qb","12","9","176.1","195.2178","277.9149","1997.3989","13.2125","4.7291","24.3825","71.4537","401.2622","1.8245","0","0","0","0","0","0","0.8516","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53","Jordan Mason","MIN","rb","6","11","123","0","0","0","0","0","0","157.3825","699.8707","4.8397","17.7953","14.4815","91.4156","0.3329","2.2846","1.0226","0.2117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54","T.J. Hockenson","MIN","te","6","11","115.9","0","0","0","0","0","0","0","0","0","71.7392","52.4906","458.8595","2.866","0","0","0.1649","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55","D.K. Metcalf","PIT","wr","5","11","149.7","0","0","0","0","0","0","0","0","0","82.886","51.251","688.0292","4.8742","0","0","0.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"56","Davante Adams","LA","wr","8","10","149.4","0","0","0","0","0","0","0","0","0","84.2582","54.8224","623.0211","5.2993","0","0","0.2297","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57","C.J. Stroud","HST","qb","6","11","170.4","239.0915","348.8394","2561.465","15.0577","6.8543","29.0354","33.4094","175.8209","0.3727","0","0","0","0","0","0","0.8171","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58","Justin Herbert","LAC","qb","12","10","170.2","242.2499","339.218","2472.0336","15.717","5.6924","24.234","36.6743","135.0766","0.7757","0","0","0","0","0","0","0.8576","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"59","Brian Thomas Jr.","JAX","wr","8","10","143.8","0","0","0","0","0","0","4.6983","27.8418","0.2092","84.4464","51.3632","655.3335","3.8574","0.6172","0.3335","0.2042","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60","Jalen Hurts","PHI","qb","9","10","169.2","194.5634","265.1162","1979.4958","12.4401","4.9577","21.8947","60.653","266.6489","3.6117","0","0","0","0","0","0","0.9027","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61","Baker Mayfield","TB","qb","9","10","167","218.3061","308.6518","2278.2792","16.5659","6.6801","22.2567","42.1046","140.581","1.1976","0","0","0","0","0","0","0.8814","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62","Emeka Egbuka","TB","wr","9","10","139.4","0","0","0","0","0","0","5.6801","32.3088","0.1669","75.5623","46.5455","623.3244","4.411","0.5786","0.3107","0.2157","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63","Juwan Johnson","NO","te","11","10","104.3","0","0","0","0","0","0","0","0","0","63.8172","45.8689","430.655","2.504","0","0","0.1484","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64","A.J. Brown","PHI","wr","9","10","138.2","0","0","0","0","0","0","0","0","0","77.5847","50.4376","633.4483","3.9901","0","0","0.2496","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"65","Bo Nix","DEN","qb","12","10","163.8","225.5856","324.898","2186.8425","14.4363","5.5799","13.7059","51.9172","191.5968","1.4938","0","0","0","0","0","0","0.8256","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66","Drake Maye","NE","qb","14","10","163.7","209.2922","285.8438","2109.957","13.5363","5.7038","26.798","66.4981","270.8308","1.3104","0","0","0","0","0","0","0.785","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"67","Caleb Williams","CHI","qb","5","11","163.6","237.0532","347.672","2265.8416","12.5899","6.9437","33.7878","68.29","224.7373","2.0401","0","0","0","0","0","0","0.8737","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"68","Wan'Dale Robinson","NYG","wr","14","10","137.5","0","0","0","0","0","0","0","0","0","83.4261","59.2646","593.6651","3.0688","0","0","0.2174","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"69","Kyler Murray","ARZ","qb","8","10","163","220.0718","306.5112","2089.2117","13.2227","5.3699","21.3222","47.6499","262.2251","1.5763","0","0","0","0","0","0","0.7892","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70","Courtland Sutton","DEN","wr","12","10","137","0","0","0","0","0","0","0","0","0","81.9843","51.7989","592.8606","4.2508","0","0","0.2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71","DJ Moore","CHI","wr","5","11","136.8","0","0","0","0","0","0","7.5575","43.5577","0.3013","79.3698","54.0877","587.9316","3.0235","0.6853","0.3667","0.1978","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"72","J.K. Dobbins","DEN","rb","12","10","109.9","0","0","0","0","0","0","130.1458","573.9475","4.1311","19.5029","16.1058","101.6578","0.4567","1.9338","0.8702","0.1994","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"73","Oronde Gadsden II","LAC","te","12","10","102.2","0","0","0","0","0","0","0","0","0","57.1467","41.983","422.4339","2.955","0","0","0.1419","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"74","Ladd McConkey","LAC","wr","12","10","135.8","0","0","0","0","0","0","0","0","0","76.7996","53.6464","608.1757","3.4941","0","0","0.1906","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75","Hunter Henry","NE","te","14","10","100.6","0","0","0","0","0","0","0","0","0","55.9428","40.349","402.2755","3.2922","0","0","0.1467","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76","Garrett Wilson","NYJ","wr","9","9","133.9","0","0","0","0","0","0","1.1746","6.862","0.0251","79.4277","54.0883","575.8583","3.6033","0.5989","0.3288","0.2172","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77","Dallas Goedert","PHI","te","9","10","99.2","0","0","0","0","0","0","0","0","0","52.9918","41.0026","390.7891","3.1244","0","0","0.1705","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78","Dalton Kincaid","BUF","te","7","11","99.1","0","0","0","0","0","0","0","0","0","55.1688","39.0066","413.4596","3.0712","0","0","0.1846","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"79","Michael Penix Jr.","ATL","qb","5","11","158.1","243.2416","359.7323","2509.6048","13.8978","7.7457","19.8855","27.9279","135.8013","0.3588","0","0","0","0","0","0","0.9301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80","Sam LaPorta","DET","te","8","10","96.8","0","0","0","0","0","0","0","0","0","50.7307","39.3429","374.7013","3.2769","0","0","0.1694","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"81","Keenan Allen","LAC","wr","12","10","130.4","0","0","0","0","0","0","0","0","0","75.3926","53.0715","545.7393","3.731","0","0","0.1871","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
