"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"24","Lamar Jackson","BLT","qb","7","14","268.5","254.3455","361.0507","2810.5796","21.5945","6.6757","29.12","97.4426","598.8527","3.397","0","0","0","0","0","0","1.4107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25","D'Andre Swift","CHI","rb","5","14","181","0","0","0","0","0","0","187.8307","773.1133","4.7891","52.6922","42.8549","281.1554","1.0191","3.0021","1.3722","0.3001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26","Javonte Williams","DAL","rb","10","14","178.8","0","0","0","0","0","0","196.7046","849.0597","6.001","38.8416","32.7131","215.4409","0.9467","3.0039","1.3603","0.3418","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27","Brock Bowers","LV","te","8","14","178.1","0","0","0","0","0","0","0","0","0","103.3283","78.321","747.8951","4.0963","0","0","0.2272","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28","Jayden Daniels","WAS","qb","12","13","264.1","289.2661","409.0582","2885.6471","18.8313","6.9971","37.3706","117.3015","643.7361","3.3957","0","0","0","0","0","0","1.2792","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29","Malik Nabers","NYG","wr","14","14","228.2","0","0","0","0","0","0","1.6609","9.5956","0.0839","136.0795","85.7027","1024.7003","6.4941","0.9455","0.5193","0.3139","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30","Nico Collins","HST","wr","6","14","224.7","0","0","0","0","0","0","0","0","0","125.7503","81.5776","1047.7198","6.2933","0","0","0.295","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31","Jaylen Warren","PIT","rb","5","14","171.2","0","0","0","0","0","0","167.4975","713.2005","4.2236","48.7802","40.5168","277.2278","1.2475","2.6802","1.2276","0.3169","446.0601","0.114","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32","Josh Allen","BUF","qb","7","14","257.8","267.8574","377.9289","2796.385","20.1728","7.6512","16.4694","93.7399","410.1614","6.1489","0","0","0","0","0","0","1.3428","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33","Tyreek Hill","MIA","wr","12","14","221.6","0","0","0","0","0","0","4.4985","26.6651","0.1917","119.1201","79.7095","1011.0311","6.2251","0.9211","0.5016","0.3108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34","Breece Hall","NYJ","rb","9","14","167.2","0","0","0","0","0","0","183.5495","777.2921","4.7399","40.5428","32.3715","230.3815","1.2698","2.8171","1.2776","0.2861","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35","Travis Etienne Jr.","JAX","rb","8","14","166.4","0","0","0","0","0","0","180.8452","798.1367","5.0876","38.6682","31.875","206.0206","0.9223","2.7786","1.2607","0.2988","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"36","Amon-Ra St. Brown","DET","wr","8","14","219","0","0","0","0","0","0","4.961","31.2238","0.2985","105.9599","82.868","914.445","6.6889","0.961","0.5228","0.3546","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37","Drake London","ATL","wr","5","14","218.1","0","0","0","0","0","0","0","0","0","131.7914","84.7458","950.8587","6.269","0","0","0.3194","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38","Tyler Warren","IND","te","11","14","164.6","0","0","0","0","0","0","0","0","0","99.347","70.9226","663.69","4.4701","0","0","0.2679","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39","Quinshon Judkins","CLV","rb","9","14","163.7","0","0","0","0","0","0","196.6501","826.1328","5.5039","33.6503","26.8581","183.6342","0.8267","2.9383","1.325","0.2886","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","Davante Adams","LA","wr","8","14","215.4","0","0","0","0","0","0","0","0","0","121.4945","80.3847","924.1824","6.9914","0","0","0.318","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41","Garrett Wilson","NYJ","wr","9","14","214.5","0","0","0","0","0","0","1.8981","11.2443","0.0512","127.8794","86.8713","933.0304","5.5276","0.9664","0.5305","0.3752","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42","Rashee Rice","KC","wr","10","11","211.1","0","0","0","0","0","0","1.8422","10.237","0.0857","118.7266","89.0541","863.2528","5.779","0.9849","0.5408","0.303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43","Cam Skattebo","NYG","rb","14","14","156.8","0","0","0","0","0","0","153.8028","655.9288","5.2199","41.717","33.0665","227.5328","0.9668","2.4407","1.1138","0.2546","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44","Jalen Hurts","PHI","qb","9","14","243.3","272.53","374.6837","2760.8566","16.9254","7.2357","30.1332","91.8501","432.3269","5.6284","0","0","0","0","0","0","1.3084","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45","Brian Thomas Jr.","JAX","wr","8","14","206.7","0","0","0","0","0","0","6.5186","38.9892","0.3325","120.7362","73.0871","946.8538","5.5719","0.876","0.4736","0.2996","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46","Patrick Mahomes","KC","qb","10","14","240.4","331.367","454.6175","3334.1327","23.5914","8.176","25.5518","38.9315","263.4742","0.0614","0","0","0","0","0","0","1.145","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","Jaxon Smith-Njigba","SEA","wr","8","14","204.8","0","0","0","0","0","0","4.2761","23.684","0.161","113.1097","81.9015","915.9371","4.7305","0.9385","0.5115","0.3195","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48","CeeDee Lamb","DAL","wr","10","11","202.8","0","0","0","0","0","0","5.8287","34.9238","0.2934","110.5401","77.5154","878.6005","5.4308","0.9144","0.4958","0.2777","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"49","Chris Olave","NO","wr","11","14","200.2","0","0","0","0","0","0","0","0","0","127.5483","79.8606","931.7476","4.4372","0","0","0.2782","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50","A.J. Brown","PHI","wr","9","14","199.4","0","0","0","0","0","0","0","0","0","111.6906","72.8848","917.438","5.6783","0","0","0.3669","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51","J.K. Dobbins","DEN","rb","12","14","145.7","0","0","0","0","0","0","169.8624","752.2909","5.7568","25.1293","20.7584","132.7943","0.6015","2.513","1.1306","0.2586","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52","David Montgomery","DET","rb","8","14","145.5","0","0","0","0","0","0","141.316","647.2869","6.0678","28.9633","24.6791","170.7385","0.6699","2.1662","0.9829","0.2752","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53","Tucker Kraft","GB","te","5","14","144.1","0","0","0","0","0","0","9.7855","58.2545","0.422","70.7145","52.9606","553.7139","4.6159","0.7047","0.3741","0.2353","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54","Brock Purdy","SF","qb","14","14","229.8","295.9654","411.6015","3421.0445","20.5258","9.3977","26.5949","47.5203","210.8397","1.0537","0","0","0","0","0","0","1.1305","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55","Baker Mayfield","TB","qb","9","14","229.5","305.2746","426.6135","3126.9414","22.5381","9.3525","32.1535","60.0912","201.1389","1.7489","0","0","0","0","0","0","1.2001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"56","Sam LaPorta","DET","te","8","14","141.2","0","0","0","0","0","0","0","0","0","74.12","56.8567","546.3796","4.866","0","0","0.2437","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57","Jordan Mason","MIN","rb","6","14","141.4","0","0","0","0","0","0","178.8561","819.409","5.0606","21.6624","17.0747","112.4573","0.429","2.579","1.1555","0.2337","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58","David Njoku","CLV","te","9","14","141","0","0","0","0","0","0","0","0","0","83.3142","60.1497","563.5706","4.0239","0","0","0.1819","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"59","Justin Fields","NYJ","qb","9","14","228.1","237.1902","337.5611","2309.9238","14.1236","7.7528","37.4446","121.9965","609.7801","5.265","0","0","0","0","0","0","1.0694","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60","D.K. Metcalf","PIT","wr","5","14","193.2","0","0","0","0","0","0","0","0","0","110.3982","68.435","868.9308","6.2214","0","0","0.2787","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61","Harold Fannin Jr.","CLV","te","9","14","138.8","0","0","0","0","0","0","0","0","0","83.8586","61.2148","568.7918","3.3927","0","0","0.1831","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62","Justin Jefferson","MIN","wr","6","14","192","0","0","0","0","0","0","0","0","0","115.9119","74.0379","889.7897","4.7387","0","0","0.2658","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63","Justin Herbert","LAC","qb","12","14","225.2","315.6818","443.2318","3266.2689","20.4049","7.3263","32.0429","51.2696","182.2931","1.1741","0","0","0","0","0","0","1.1512","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64","George Pickens","DAL","wr","10","14","190.6","0","0","0","0","0","0","0","0","0","108.9139","69.3046","851.7389","5.9362","0","0","0.2669","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"65","Hunter Henry","NE","te","14","14","135.2","0","0","0","0","0","0","0","0","0","79.3464","55.654","539.2418","4.2105","0","0","0.1725","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66","Ladd McConkey","LAC","wr","12","14","188.4","0","0","0","0","0","0","0","0","0","106.7544","74.8347","865.7997","4.4078","0","0","0.2731","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"67","TreVeyon Henderson","NE","rb","14","14","134","0","0","0","0","0","0","129.3902","536.9808","2.7543","42.5816","35.3108","234.9896","0.9782","2.1343","0.9815","0.2208","435.9207","0.1114","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"68","Marvin Harrison Jr.","ARZ","wr","8","14","184.9","0","0","0","0","0","0","0","0","0","112.066","69.4414","811.5328","5.6206","0","0","0.2754","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"69","Dalton Kincaid","BUF","te","7","14","131","0","0","0","0","0","0","0","0","0","73.9964","52.8318","531.1388","4.0938","0","0","0.2488","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70","Wan'Dale Robinson","NYG","wr","14","14","182.8","0","0","0","0","0","0","0","0","0","112.7003","79.9066","778.4527","4.0825","0","0","0.2587","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71","Dallas Goedert","PHI","te","9","14","129.4","0","0","0","0","0","0","0","0","0","72.1157","55.4186","531.9692","3.3836","0","0","0.2369","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"72","Tee Higgins","CIN","wr","10","14","182.7","0","0","0","0","0","0","0","0","0","105.3504","68.4831","816.3135","5.3528","0","0","0.2428","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"73","Emeka Egbuka","TB","wr","9","14","182.7","0","0","0","0","0","0","0","0","0","103.0148","66.4803","816.5955","5.6709","0","0","0.2802","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"74","Isiah Pacheco","KC","rb","10","14","129.6","0","0","0","0","0","0","137.8502","565.194","3.881","32.5107","27.2933","182.7876","0.9467","2.1588","0.983","0.277","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75","Kyle Pitts","ATL","te","5","14","128.9","0","0","0","0","0","0","0","0","0","78.8648","51.9117","558.2349","3.4595","0","0","0.1912","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76","Tetairoa McMillan","CAR","wr","14","14","181.5","0","0","0","0","0","0","0","0","0","119.2422","73.0752","794.8118","4.738","0","0","0.2737","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77","Tony Pollard","TEN","rb","10","14","125.5","0","0","0","0","0","0","164.3006","683.0255","4.0492","25.0375","19.6997","122.7126","0.4515","2.4355","1.095","0.1943","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78","Caleb Williams","CHI","qb","5","14","212.2","296.6329","430.2426","2849.1891","16.3869","8.2028","44.0624","76.9032","376.894","1.5607","0","0","0","0","0","0","1.0167","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"79","Jordan Love","GB","qb","5","14","212","288.6515","417.2969","3112.4305","21.8319","9.777","23.6411","30.4663","116.9667","0.9023","0","0","0","0","0","0","1.3232","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80","Travis Kelce","KC","te","10","14","124.7","0","0","0","0","0","0","0","0","0","67.445","51.1","500.9099","3.8596","0","0","0.1702","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"81","Zay Flowers","BLT","wr","7","14","177.8","0","0","0","0","0","0","8.1095","53.303","0.4063","93.1605","64.4474","805.8875","4.1962","0.8067","0.4329","0.3533","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
