"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"14","James Cook","BUF","rb","7","14","213.7","0","0","0","0","0","0","200.7211","919.5417","9.2393","42.5954","34.6197","243.6395","1.554","3.0878","1.4002","0.4111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","Ashton Jeanty","LV","rb","8","14","211.3","0","0","0","0","0","0","266.9754","1091.2451","6.5848","42.1168","35.5083","233.6393","1.1053","3.9935","1.7997","0.3788","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16","Kyren Williams","LA","rb","8","14","209.4","0","0","0","0","0","0","259.6382","1138.1886","8.3262","29.0118","23.7021","167.1291","1.3092","3.767","1.6858","0.3732","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","Alvin Kamara","NO","rb","11","14","206.3","0","0","0","0","0","0","211.9035","911.265","5.8066","57.2161","45.0992","308.7349","1.1262","3.352","1.5291","0.3375","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","Jayden Daniels","WAS","qb","12","14","285.1","312.9435","442.5042","3121.2805","20.3841","7.58","40.1025","126.1267","693.1847","3.627","0","0","0","0","0","0","1.3835","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","Chuba Hubbard","CAR","rb","14","14","200.4","0","0","0","0","0","0","226.1651","957.3862","6.5696","44.7165","36.7907","227.7665","1.3637","3.4554","1.5645","0.3318","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","Justin Jefferson","MIN","wr","6","14","244.4","0","0","0","0","0","0","0","0","0","147.6056","94.1247","1129.425","6.1102","0","0","0.3395","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","George Kittle","SF","te","14","12","181.4","0","0","0","0","0","0","0","0","0","86.4944","64.1319","829.6079","5.6329","0","0","0.2335","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22","Chase Brown","CIN","rb","10","14","194.2","0","0","0","0","0","0","246.2756","1026.9281","6.1596","37.084","29.6093","209.2757","1.0849","3.6499","1.6415","0.3933","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23","Kenneth Walker III","SEA","rb","8","14","191.6","0","0","0","0","0","0","181.8366","765.0661","7.4828","46.1957","38.7647","265.411","1.1356","2.8771","1.3125","0.3462","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24","Brock Bowers","LV","te","8","14","176.9","0","0","0","0","0","0","0","0","0","102.3537","77.6797","741.0308","4.1166","0","0","0.2265","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25","Lamar Jackson","BLT","qb","7","14","268.1","255.5526","360.1772","2801.8549","21.5886","6.6785","29.0231","97.4612","597.8783","3.396","0","0","0","0","0","0","1.4091","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26","Trey Benson","ARZ","rb","8","14","183.4","0","0","0","0","0","0","184.3078","814.8435","5.2464","47.0444","38.4826","262.4546","1.2879","2.8882","1.3166","0.3189","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27","Travis Etienne Jr.","JAX","rb","8","14","182.6","0","0","0","0","0","0","181.2211","803.001","5.0981","49.0181","40.3853","262.1023","1.177","2.8863","1.3185","0.3238","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28","Nico Collins","HST","wr","6","14","224","0","0","0","0","0","0","0","0","0","125.1761","81.222","1044.4263","6.2851","0","0","0.2951","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29","Tyler Warren","IND","te","11","14","165.2","0","0","0","0","0","0","0","0","0","99.9471","71.4346","662.8848","4.4966","0","0","0.2697","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30","Malik Nabers","NYG","wr","14","14","222.7","0","0","0","0","0","0","1.6584","9.5853","0.0841","125.9334","81.1122","991.1142","6.8973","0.8968","0.4924","0.3222","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31","Javonte Williams","DAL","rb","10","14","178.1","0","0","0","0","0","0","196.02","850.6794","5.9862","38.3346","32.1741","213.9004","0.9334","2.9979","1.3577","0.3414","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32","Josh Allen","BUF","qb","7","14","258.8","268.9385","380.1845","2810.3569","20.1625","7.6439","16.5656","93.8973","412.8064","6.1683","0","0","0","0","0","0","1.3453","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33","Drake London","ATL","wr","5","14","219.2","0","0","0","0","0","0","0","0","0","132.5569","85.2685","956.4138","6.2793","0","0","0.32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34","D'Andre Swift","CHI","rb","5","14","174.6","0","0","0","0","0","0","187.474","776.7054","4.771","48.1619","39.1301","256.7717","0.9401","2.9573","1.3482","0.2899","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35","Amon-Ra St. Brown","DET","wr","8","14","215.4","0","0","0","0","0","0","4.9631","31.2576","0.2994","104.32","81.5816","897.2215","6.5881","0.9465","0.5149","0.3488","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"36","Rashee Rice","KC","wr","10","11","210.9","0","0","0","0","0","0","1.8441","10.2436","0.087","118.6472","88.9855","862.188","5.7669","0.9842","0.5404","0.3025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37","Breece Hall","NYJ","rb","9","14","166.2","0","0","0","0","0","0","182.9017","778.1418","4.7223","39.9133","31.7395","227.9588","1.2572","2.8158","1.2771","0.2835","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38","Garrett Wilson","NYJ","wr","9","14","210","0","0","0","0","0","0","1.8973","11.2451","0.0528","124.914","84.9318","913.761","5.4304","0.9412","0.5166","0.3664","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39","Brian Thomas Jr.","JAX","wr","8","14","209","0","0","0","0","0","0","6.5585","39.2349","0.3359","121.7873","73.7519","957.3057","5.6587","0.8837","0.4778","0.3013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","Jaxon Smith-Njigba","SEA","wr","8","14","207.2","0","0","0","0","0","0","4.1987","23.3069","0.1858","114.1724","82.6933","920.5518","4.8974","0.946","0.5157","0.3195","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41","Jalen Hurts","PHI","qb","9","14","243.3","272.4385","374.9603","2768.6571","16.885","7.2233","30.2195","91.9219","430.2894","5.6391","0","0","0","0","0","0","1.3101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42","Patrick Mahomes","KC","qb","10","14","240.5","331.8234","453.7757","3341.2218","23.5616","8.1591","25.5469","38.8863","263.1208","0.0618","0","0","0","0","0","0","1.1428","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43","CeeDee Lamb","DAL","wr","10","11","202.9","0","0","0","0","0","0","5.8154","34.8728","0.2941","110.7069","77.633","878.6461","5.436","0.9155","0.4965","0.2786","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44","Tucker Kraft","GB","te","5","14","144.3","0","0","0","0","0","0","9.7749","58.2192","0.4297","70.951","53.1671","551.5751","4.6347","0.7053","0.3745","0.236","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45","A.J. Brown","PHI","wr","9","14","200.3","0","0","0","0","0","0","0","0","0","112.1617","73.2599","920.2893","5.7049","0","0","0.3688","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46","Wan'Dale Robinson","NYG","wr","14","14","199.9","0","0","0","0","0","0","0","0","0","117.5688","85.1959","847.7592","4.883","0","0","0.299","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","Sam LaPorta","DET","te","8","14","140.6","0","0","0","0","0","0","0","0","0","73.8549","56.5776","545.1035","4.8405","0","0","0.2425","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48","Tyreek Hill","MIA","wr","12","14","198.5","0","0","0","0","0","0","4.4973","26.6733","0.1954","106.3095","71.1491","907.1867","5.525","0.8278","0.45","0.2779","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"49","Jordan Mason","MIN","rb","6","14","153.5","0","0","0","0","0","0","180.6398","828.2222","5.1104","29.2584","23.134","152.1509","0.5862","2.6662","1.2009","0.2507","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50","Brock Purdy","SF","qb","14","14","230.3","296","411.3608","3432.2355","20.5287","9.4232","26.7373","47.5296","210.9937","1.0587","0","0","0","0","0","0","1.131","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51","Baker Mayfield","TB","qb","9","14","230","305.6942","427.717","3137.8094","22.5379","9.3505","33.005","60.0461","201.3454","1.7552","0","0","0","0","0","0","1.2032","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52","George Pickens","DAL","wr","10","14","192.4","0","0","0","0","0","0","0","0","0","109.9931","70.1509","857.5105","5.9876","0","0","0.2702","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53","Jake Ferguson","DAL","te","10","14","133.8","0","0","0","0","0","0","0","0","0","76.1292","60.7251","530.4146","3.2725","0","0","0.1869","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54","Justin Fields","NYJ","qb","9","14","228","237.5933","337.1679","2308.0253","14.1254","7.7596","37.4447","121.9717","609.9332","5.2555","0","0","0","0","0","0","1.0682","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55","David Montgomery","DET","rb","8","14","145.7","0","0","0","0","0","0","140.4927","649.4495","6.0306","29.0803","24.7989","172.0484","0.6721","2.1674","0.9834","0.2745","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"56","Jacory Croskey-Merritt","WAS","rb","12","14","145.7","0","0","0","0","0","0","161.8931","736.8639","6.1649","23.7191","19.4628","132.5687","0.6491","2.3993","1.079","0.274","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57","David Njoku","CLV","te","9","14","131.7","0","0","0","0","0","0","0","0","0","77.8217","56.186","528.2629","3.7198","0","0","0.1693","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58","Dalton Kincaid","BUF","te","7","14","131.7","0","0","0","0","0","0","0","0","0","74.4195","53.1481","534.7251","4.1033","0","0","0.2496","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"59","Jaylen Warren","PIT","rb","5","14","144.5","0","0","0","0","0","0","167.7407","714.557","4.2317","31.3422","26.19","177.2668","0.7963","2.5164","1.1376","0.2738","445.6635","0.1139","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60","Justin Herbert","LAC","qb","12","14","224.9","316.5226","443.0965","3260.2825","20.4048","7.3358","31.9642","51.2572","182.0925","1.1772","0","0","0","0","0","0","1.1448","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61","Ladd McConkey","LAC","wr","12","14","188.5","0","0","0","0","0","0","0","0","0","106.6668","74.7464","863.6747","4.4689","0","0","0.2713","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62","Marvin Harrison Jr.","ARZ","wr","8","14","187.4","0","0","0","0","0","0","0","0","0","114.2844","70.2366","825.8677","5.6643","0","0","0.2883","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63","Tee Higgins","CIN","wr","10","14","184.1","0","0","0","0","0","0","0","0","0","106.4975","69.3664","819.5079","5.3887","0","0","0.245","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64","Travis Hunter","JAX","wr","8","14","182.6","0","0","0","0","0","0","3.4518","20.6499","0.2142","112.1858","74.9924","768.5079","4.6329","0.8551","0.4667","0.2746","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"65","Travis Kelce","KC","te","10","14","124.1","0","0","0","0","0","0","0","0","0","67.0611","50.7413","499.9931","3.845","0","0","0.1692","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66","Cam Skattebo","NYG","rb","14","14","136.2","0","0","0","0","0","0","145.9382","623.0071","4.9516","29.7407","23.9254","170.1028","0.7937","2.2316","1.0106","0.2426","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"67","Davante Adams","LA","wr","8","14","180.4","0","0","0","0","0","0","0","0","0","101.5412","67.2161","773.456","5.8838","0","0","0.2675","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"68","T.J. Hockenson","MIN","te","6","14","120.8","0","0","0","0","0","0","0","0","0","75.5066","53.6187","485.1088","3.0567","0","0","0.1737","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"69","TreVeyon Henderson","NE","rb","14","14","134.4","0","0","0","0","0","0","129.6941","540.0952","2.7535","42.5753","35.3005","234.8992","0.9849","2.1346","0.9817","0.2205","437.3301","0.1118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70","Zay Flowers","BLT","wr","7","14","178.5","0","0","0","0","0","0","8.114","53.3259","0.4118","93.1849","64.5072","809.9399","4.2305","0.8051","0.432","0.3539","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71","Brenton Strange","JAX","te","8","14","120.2","0","0","0","0","0","0","0","0","0","70.7478","51.8759","475.7799","3.4052","0","0","0.1707","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"72","Tetairoa McMillan","CAR","wr","14","14","178.1","0","0","0","0","0","0","0","0","0","116.915","71.6523","780.2072","4.6564","0","0","0.2688","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"73","Colston Loveland","CHI","te","5","14","118.6","0","0","0","0","0","0","0","0","0","74.0266","49.7091","486.9361","3.309","0","0","0.1682","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"74","Quinshon Judkins","CLV","rb","9","14","131.8","0","0","0","0","0","0","127.4451","537.2011","3.5689","38.9108","31.0578","213.988","0.9447","2.0584","0.943","0.2232","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75","Caleb Williams","CHI","qb","5","14","212.4","296.3265","431.4659","2849.2027","16.4416","8.2483","43.5888","76.8628","377.7542","1.5534","0","0","0","0","0","0","1.0176","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76","Mike Evans","TB","wr","9","14","176","0","0","0","0","0","0","0","0","0","95.135","61.3358","761.1174","6.3332","0","0","0.2589","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77","Jordan Love","GB","qb","5","14","212.3","287.8196","417.8037","3116.4723","21.8667","9.8115","23.2384","30.4617","117.2051","0.9067","0","0","0","0","0","0","1.3243","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78","Terry McLaurin","WAS","wr","12","14","175.8","0","0","0","0","0","0","0.6662","4.1943","0.0288","96.6664","62.5444","790.582","5.6254","0.6832","0.3761","0.284","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"79","Evan Engram","DEN","te","12","14","117.4","0","0","0","0","0","0","0","0","0","72.0612","53.6087","475.5567","2.6482","0","0","0.1765","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80","Kyle Pitts","ATL","te","5","14","117.4","0","0","0","0","0","0","0","0","0","71.9035","47.3338","508.9019","3.1436","0","0","0.1736","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"81","Emeka Egbuka","TB","wr","9","14","175.4","0","0","0","0","0","0","0","0","0","99.1362","63.9656","788.6635","5.339","0","0","0.27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
