"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"17","Amon-Ra St. Brown","DET","wr","8","18","324.3","0","0","0","0","0","0","15.0798","93.9172","0.8254","154.086","123.6468","1317.458","9.1876","1.5368","0.8254","0.5382","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","Ashton Jeanty","LV","rb","8","18","274","0","0","0","0","0","0","281.1152","1157.6018","6.0172","75.996","64.1222","425.9332","3.0972","4.5092","2.0626","0.4842","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","Jaylen Warren","PIT","rb","5","18","267.2","0","0","0","0","0","0","257.3266","1137.3756","7.1432","71.9262","61.2502","414.4152","1.776","4.1404","1.8954","0.5098","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","Lamar Jackson","BLT","qb","7","18","352.4","343.0166","478.6416","3759.9992","29.828","9.169","39.3622","119.6164","733.8516","3.9678","0","0","0","0","0","0","1.9032","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","Derrick Henry","BLT","rb","7","18","255","0","0","0","0","0","0","295.3644","1413.867","13.214","22.3212","18.627","135.6148","0.8264","4.1954","1.8682","0.4792","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22","Javonte Williams","DAL","rb","10","16","255","0","0","0","0","0","0","238.4248","1040.2722","8.7186","64.4118","54.1638","354.7346","1.9156","3.8084","1.7408","0.5108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23","Quinshon Judkins","CLV","rb","9","18","252.7","0","0","0","0","0","0","315.45","1368.723","9.8798","42.2252","33.6378","214.8534","0.8024","4.629","2.077","0.3978","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24","Rico Dowdle","CAR","rb","14","16","250","0","0","0","0","0","0","298.1794","1331.6744","6.9438","51.0272","40.9962","263.0322","1.693","4.4746","2.018","0.405","592.9946","0.1516","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25","Breece Hall","NYJ","rb","9","18","248.8","0","0","0","0","0","0","262.2342","1147.5454","7.1226","60.7516","48.2022","352.1962","1.7986","4.0662","1.847","0.404","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26","Justin Jefferson","MIN","wr","6","18","293.3","0","0","0","0","0","0","0","0","0","173.3532","111.3158","1343.9486","7.7844","0","0","0.4344","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27","Travis Etienne Jr.","JAX","rb","8","18","243.3","0","0","0","0","0","0","273.4694","1204.2594","7.4672","53.5966","44.3292","287.8614","1.3164","4.1764","1.8908","0.4442","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28","Davante Adams","LA","wr","8","18","288.6","0","0","0","0","0","0","0","0","0","162.2666","105.2392","1192.6284","10.5276","0","0","0.4462","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29","CeeDee Lamb","DAL","wr","10","16","284.1","0","0","0","0","0","0","7.9354","47.2582","0.4004","153.4172","107.0288","1246.452","7.6382","1.261","0.684","0.4266","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30","Tyler Warren","IND","te","11","16","214.3","0","0","0","0","0","0","0","0","0","123.7364","90.7056","863.1348","6.0984","0","0","0.3514","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31","Rashee Rice","KC","wr","10","16","280.2","0","0","0","0","0","0","2.8126","15.6804","0.1532","149.6574","112.9986","1134.3268","8.6352","1.2562","0.689","0.4146","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32","Nico Collins","HST","wr","6","18","279.4","0","0","0","0","0","0","0","0","0","157.6514","102.191","1314.1184","7.5172","0","0","0.3412","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33","Josh Allen","BUF","qb","7","18","326.1","359.8598","500.307","3724.516","26.9802","9.714","26.3482","101.3376","489.486","6.0162","0","0","0","0","0","0","1.795","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34","Jalen Hurts","PHI","qb","9","18","324.6","355.0612","483.4928","3622.13","24.8276","8.8356","40.2228","118.6504","509.5712","7.2572","0","0","0","0","0","0","1.764","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35","Dallas Goedert","PHI","te","9","18","203.7","0","0","0","0","0","0","0","0","0","106.5946","83.0074","784.495","6.9168","0","0","0.366","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"36","Chase Brown","CIN","rb","10","16","224.2","0","0","0","0","0","0","202.7012","862.0314","6.0692","67.3644","53.9472","371.0484","2.0998","3.323","1.527","0.4732","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37","George Kittle","SF","te","14","16","203.1","0","0","0","0","0","0","0","0","0","98.1442","72.6026","892.6744","6.7744","0","0","0.2676","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38","Trey Benson","ARZ","rb","8","16","223.5","0","0","0","0","0","0","231.8992","1027.487","6.344","54.6586","45.0018","308.3576","1.547","3.6214","1.6474","0.4064","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39","Garrett Wilson","NYJ","wr","9","18","267.7","0","0","0","0","0","0","2.3664","14.0224","0.039","159.4928","108.7182","1156.849","7.022","1.204","0.6608","0.4352","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","Sam LaPorta","DET","te","8","18","199.8","0","0","0","0","0","0","0","0","0","102.724","79.9146","780.9248","6.85","0","0","0.3456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41","Oronde Gadsden II","LAC","te","12","16","199.7","0","0","0","0","0","0","0","0","0","108.5228","79.3136","846.5702","5.8684","0","0","0.2706","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42","Rome Odunze","CHI","wr","5","18","265.4","0","0","0","0","0","0","1.7776","10.4394","0.0716","162.1888","96.7312","1210.8386","7.7534","1.0862","0.5968","0.4084","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43","Chris Olave","NO","wr","11","16","261.1","0","0","0","0","0","0","0","0","0","165.2692","103.0718","1209.3894","6.0528","0","0","0.385","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44","Jake Ferguson","DAL","te","10","16","193","0","0","0","0","0","0","0","0","0","103.0588","83.7406","726.921","6.0066","0","0","0.279","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45","Dalton Kincaid","BUF","te","7","18","189.7","0","0","0","0","0","0","0","0","0","104.2112","74.109","788.373","6.0128","0","0","0.359","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46","Kyle Pitts","ATL","te","5","18","188.4","0","0","0","0","0","0","0","0","0","115.2498","79.1674","809.0918","4.6224","0","0","0.2798","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","D.K. Metcalf","PIT","wr","5","18","254","0","0","0","0","0","0","0","0","0","139.357","86.6606","1141.4428","8.74","0","0","0.38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48","Harold Fannin Jr.","CLV","te","9","18","182","0","0","0","0","0","0","0","0","0","114.2566","82.2626","718.0544","4.5818","0","0","0.2414","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"49","Baker Mayfield","TB","qb","9","18","295.6","388.1748","549.5774","4049.8626","29.1712","11.946","42.0086","74.6738","246.4786","2.163","0","0","0","0","0","0","1.5902","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50","Emeka Egbuka","TB","wr","9","18","247.9","0","0","0","0","0","0","10.1714","56.5178","0.3716","134.9386","83.121","1101.383","7.841","1.0336","0.555","0.3902","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51","A.J. Brown","PHI","wr","9","18","247.3","0","0","0","0","0","0","0","0","0","137.793","89.7224","1120.4268","7.4382","0","0","0.4732","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52","D'Andre Swift","CHI","rb","5","16","201.5","0","0","0","0","0","0","217.4784","887.2632","6.3786","52.1014","42.7782","278.0944","1.0502","3.4024","1.5484","0.3588","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53","Zay Flowers","BLT","wr","7","18","247","0","0","0","0","0","0","10.5802","67.7348","0.426","128.9574","91.9338","1114.6404","5.743","1.1306","0.608","0.5018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54","Brian Thomas Jr.","JAX","wr","8","18","247","0","0","0","0","0","0","8.7326","51.3732","0.4648","144.0406","87.568","1125.6664","6.5576","1.062","0.573","0.3624","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55","Patrick Mahomes","KC","qb","10","16","294","402.6164","547.2744","4041.1874","29.0322","10.0738","30.4348","47.4036","320.8218","0.2132","0","0","0","0","0","0","1.5018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"56","Omarion Hampton","LAC","rb","12","12","195.7","0","0","0","0","0","0","199.1252","845.913","5.5902","52.1542","43.717","292.0622","1.1386","3.1644","1.4448","0.3666","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57","DeVonta Smith","PHI","wr","9","18","239.1","0","0","0","0","0","0","0","0","0","125.3136","93.4904","1070.1604","6.2856","0","0","0.4304","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58","Kenneth Walker III","SEA","rb","8","18","191.4","0","0","0","0","0","0","225.759","957.1044","8.3914","30.2568","25.6978","173.4108","0.755","3.3302","1.4962","0.374","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"59","George Pickens","DAL","wr","10","16","236.9","0","0","0","0","0","0","0","0","0","130.5802","84.8476","1058.787","7.5716","0","0","0.3536","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60","Caleb Williams","CHI","qb","5","18","283.2","391.1926","573.9284","3845.4928","22.4748","11.119","56.6154","113.2376","386.0848","3.345","0","0","0","0","0","0","1.511","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61","Justin Herbert","LAC","qb","12","16","282.1","389.5648","547.9316","4028.5176","26.4342","9.1986","46.5428","61.4304","234.107","1.2382","0","0","0","0","0","0","1.3938","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62","Mark Andrews","BLT","te","7","18","168","0","0","0","0","0","0","0","0","0","84.9176","61.8388","640.1676","6.9232","0","0","0.3212","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63","Michael Pittman Jr.","IND","wr","11","16","233.1","0","0","0","0","0","0","0","0","0","138.1524","99.1028","1000.9892","5.518","0","0","0.3924","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64","Alvin Kamara","NO","rb","11","16","187.2","0","0","0","0","0","0","178.5574","736.0468","4.6676","60.973","47.7858","324.6948","1.2292","2.93","1.3466","0.3368","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"65","Rhamondre Stevenson","NE","rb","14","14","187","0","0","0","0","0","0","194.6238","846.549","5.413","44.9146","36.7758","262.843","1.3664","3.0286","1.3768","0.3456","439.502","0.1124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66","Drake Maye","NE","qb","14","16","279.8","341.8708","465.9292","3497.6172","24.1886","9.798","49.2706","111.6662","464.4416","2.2686","0","0","0","0","0","0","1.3392","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"67","Matthew Stafford","LA","qb","8","18","278.8","401.6408","558.7852","4142.942","29.0946","10.911","33.6042","53.0682","84.3436","1.1536","0","0","0","0","0","0","1.5824","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"68","Trevor Lawrence","JAX","qb","8","18","278.5","401.1976","590.5432","4001.4514","24.772","13.4394","36.9112","64.6994","252.304","3.001","0","0","0","0","0","0","1.4796","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"69","Tyrone Tracy","NYG","rb","14","16","185.1","0","0","0","0","0","0","190.019","792.6694","5.9934","47.339","38.107","265.8338","1.1986","2.9806","1.3572","0.3564","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70","Jordan Love","GB","qb","5","18","277.8","372.6774","529.9038","4003.251","28.5276","11.6556","25.6382","42.4594","171.6028","1.0518","0","0","0","0","0","0","1.6964","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71","Ladd McConkey","LAC","wr","12","16","229.9","0","0","0","0","0","0","0","0","0","129.9952","90.5606","1030.83","5.9368","0","0","0.3242","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"72","Tre Tucker","LV","wr","8","18","229.8","0","0","0","0","0","0","7.4898","39.7966","0.3214","127.7212","83.4122","1036.3652","5.9336","1.0164","0.5496","0.299","337.6","0.2906","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"73","David Montgomery","DET","rb","8","18","184","0","0","0","0","0","0","174.3602","791.8746","6.8526","41.6602","35.0704","247.4792","0.9354","2.7362","1.246","0.3682","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"74","Juwan Johnson","NO","te","11","16","162.4","0","0","0","0","0","0","0","0","0","100.5522","70.801","660.8926","4.1692","0","0","0.2342","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75","Marvin Harrison Jr.","ARZ","wr","8","18","228.7","0","0","0","0","0","0","0","0","0","137.2476","85.322","1018.8264","6.8","0","0","0.34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76","Travis Kelce","KC","te","10","16","162.3","0","0","0","0","0","0","0","0","0","86.5206","66.7208","658.7764","4.8784","0","0","0.2372","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77","Aaron Jones","MIN","rb","6","18","182.2","0","0","0","0","0","0","149.3414","659.3152","4.0806","61.5124","49.4094","327.8904","1.8848","2.5524","1.1826","0.3282","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78","Jaylen Waddle","MIA","wr","12","16","227.8","0","0","0","0","0","0","0","0","0","125.463","85.1966","1053.92","6.0908","0","0","0.332","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"79","Bo Nix","DEN","qb","12","16","274.5","367.92","530.2986","3566.2918","25.7194","9.3922","21.3","83.9672","304.439","2.4078","0","0","0","0","0","0","1.423","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80","Woody Marks","HST","rb","6","18","179.4","0","0","0","0","0","0","197.3044","789.0268","4.042","50.9146","39.08","294.034","1.6674","3.0898","1.4064","0.3054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"81","Justin Fields","NYJ","qb","9","18","272.5","305.847","432.3096","2945.6696","18.2514","9.2546","51.213","136.981","720.241","4.2632","0","0","0","0","0","0","1.2668","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
