"Offense","4","5","6","7","8","9","10","11","12","13","14","15","16","17","Season #G","Season SOS","Playoffs #G","Playoffs SOS","All #G","All SOS"
"DET","7.027473439458804","1.2645593331174296","0","3.337803761407048","","4.24693878736837","8.869366854905445","2.178079462935532","4.199530007044972","0.97790279969233","10","6.2441748221128694","2.56779741745939","4.24693878736837","10","4.639278152844221","3","5.130689986515909","13","4.552018965645707"
"GB","10","","1.2645593331174296","5.914610653376099","2.56779741745939","0.3456321831200184","2.3658337563308387","4.199530007044972","4.24693878736837","5.742765141473863","7.518278076500492","1.5792447395932858","7.518278076500492","1.2075734944491558","10","6.386582297214593","3","3.1826398215106306","13","3.2875346925909166"
"HST","7.398140889721322","1.2075734944491558","","2.5645564572991857","4.333314472525479","1.5792447395932858","5.7872583971841065","7.398140889721322","4.30379444053902","1.9430039691633398","0","5.914610653376099","8.046948598613946","2.453393644931981","10","0.1052671679378013","3","7.5047559974398395","13","2.1762913339861187"
"IND","6.2441748221128694","8.046948598613946","5.914610653376099","2.453393644931981","7.398140889721322","2.56779741745939","3.0229149013537153","","0","2.2199092779195593","4.828130532436207","2.5645564572991857","4.333314472525479","4.828130532436207","10","5.585782604205191","3","4.187788969265143","13","4.551192970169292"
"JAX","4.333314472525479","0","2.5645564572991857","6.2441748221128694","","8.046948598613946","2.4198393418668385","2.453393644931981","5.914610653376099","7.398140889721322","1.9430039691633398","4.08214422295943","1.5792447395932858","1.9430039691633398","10","4.971066696490917","3","1.2721606482290881","13","3.294850290446774"
"KC","1.2075734944491558","4.828130532436207","5.742765141473863","8.046948598613946","7.215365579841654","4.30379444053902","","1.5792447395932858","1.9430039691633398","10","2.2199092779195593","2.453393644931981","7.398140889721322","1.5792447395932858","10","7.92503712321409","3","3.9789486182241167","13","8.444211298451236"
"LA","1.9430039691633398","4.333314472525479","1.2075734944491558","4.828130532436207","","8.09109305885563","5.148411893600505","2.5645564572991857","3.337803761407048","0.3456321831200184","5.914610653376099","5.742765141473863","2.5645564572991857","2.687019093031356","10","2.529211963965179","3","3.6702117059407326","13","2.252149162918193"
"LAC","4.199530007044972","7.215365579841654","6.371291303427241","1.9430039691633398","4.24693878736837","7.398140889721322","2.8689903286462926","4.828130532436207","","8.046948598613946","2.178079462935532","0","10","2.2199092779195593","10","8.869571339054527","3","4.53717965123881","13","8.225241361675657"
"LV","7.518278076500492","1.9430039691633398","7.398140889721322","0","","4.828130532436207","1.5926909660570807","10","7.027473439458804","2.453393644931981","1.5792447395932858","2.178079462935532","2.2199092779195593","4.199530007044972","10","8.128282520883973","3","1.9746984401031222","13","5.609158006976442"
"MIA","4.08214422295943","0.3456321831200184","2.453393644931981","7.027473439458804","2.687019093031356","1.2075734944491558","5.110299207396205","7.215365579841654","","8.09109305885563","4.08214422295943","2.56779741745939","1.2645593331174296","3.337803761407048","10","5.195009602272743","3","0.9649843767563027","13","2.1818355322763936"
"MIN","2.56779741745939","7.027473439458804","","2.178079462935532","2.453393644931981","5.742765141473863","1.112834116855927","7.518278076500492","0.97790279969233","2.5645564572991857","7.215365579841654","10","4.199530007044972","5.742765141473863","10","4.147104577146554","3","10","13","6.778811827222082"
"NE","0.3456321831200184","4.30379444053902","8.09109305885563","7.398140889721322","7.027473439458804","2.687019093031356","3.8631291620885677","4.08214422295943","1.2645593331174296","4.199530007044972","","4.30379444053902","1.2075734944491558","4.08214422295943","10","5.772396692619923","3","2.679264769578386","13","3.8829896825726093"
