"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Xavier Worthy","KC","3","WR","18","11","0","125","0","0","0","0","61.1","14.39","6.94","11.36","4.18","5","0","0","27.8","0","0","3","0","16.7","0","0","4","0","47","0","0","0","11.75","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0","28.2","0.3","1.88"
"KeAndre Lambert-Smith","LAC","4","WR","1","0","0","0","0","0","0","0","0","30","0","0","0","1","0","0","100","0","0","1","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Jaxon Smith-Njigba","SEA","5","WR","42","34","4","534","3","2","0","1","81","12.76","12.71","15.71","3.47","5","4","2","11.9","11.8","100","1","1","2.4","2.9","50","3","0","11","0","0","0","3.67","2","0","0","2","0","0","0","0","0","0","0","0","0","0","100.5","0.46","2.72"
"Kyle Williams","NE","5","WR","2","2","0","20","0","0","0","0","100","9.5","10","10","0.5","0","0","0","0","0","0","0","0","0","0","0","1","0","-2","0","0","0","-2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","3.8","0.08","1.27"
"Jalin Hyatt","NYG","3","WR","3","0","0","0","0","0","0","0","0","37","0","0","0","1","0","0","33.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Kayshon Boutte","NE","5","WR","18","13","0","208","1","1","0","0","72.2","15.78","11.56","16","0.62","4","2","1","22.2","15.4","100","3","1","16.7","7.7","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39.8","0.17","3.06"
"Arian Smith","NYJ","5","WR","5","4","0","24","0","0","0","0","80","5.8","4.8","6","3.25","0","0","0","0","0","0","0","0","0","0","0","1","0","-10","0","0","0","-10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.4","0.03","1.08"
"Tez Johnson","TB","4","WR","7","5","0","67","0","0","0","0","71.4","10.43","9.57","13.4","7.4","0","0","0","0","0","0","0","0","0","0","0","1","0","5","0","0","0","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","12.2","0.16","2.03"
"LaJohntay Wester","BLT","3","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Mitchell Tinsley","CIN","5","WR","4","2","0","22","0","1","0","0","50","11","5.5","11","2.5","1","1","1","25","50","100","1","1","25","50","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.2","0.32","5.1"
"Quentin Johnston","LAC","5","WR","39","26","1","377","0","4","1","1","66.7","12.31","9.67","14.5","5.08","10","7","4","25.6","26.9","100","3","1","7.7","3.8","25","2","0","7","0","0","0","3.5","0.5","0","0","1","0","0","0","0","0","0","0","0","0","0","88.4","0.31","3.16"
"Tre Harris","LAC","5","WR","6","3","0","45","0","0","0","0","50","13.67","7.5","15","5","1","0","0","16.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.5","0.09","2.5"
"Jalen Brooks","DAL","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Mason Tipton","NO","3","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Casey Washington","ATL","2","WR","9","4","0","52","0","0","0","1","44.4","18.44","5.78","13","1","2","0","0","22.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.2","0.09","2.3"
"Jameson Williams","DET","5","WR","20","11","2","223","1","1","1","2","55","19.85","11.15","20.27","7.45","7","2","1","35","18.2","100","0","0","0","0","0","3","0","1","0","0","0","0.33","6","3","1","0","0","0","0","0","0","0","0","0","0","0","39.4","0.14","2.81"
"Ricky Pearsall","SF","4","WR","28","20","1","327","2","0","0","0","71.4","15.86","11.68","16.35","1.45","4","2","0","14.3","10","0","1","0","3.6","0","0","1","0","-4","0","0","0","-4","5","1","1","0","0","0","0","0","0","0","0","0","0","0","52.3","0.23","2.49"
"Dontayvion Wicks","GB","4","WR","16","10","0","114","0","0","0","1","62.5","14.56","7.13","11.4","2.4","5","1","0","31.3","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21.4","0.13","2.14"
"George Pickens","DAL","5","WR","36","23","1","357","1","5","1","3","63.9","13.89","9.92","15.52","3.74","15","7","5","41.7","30.4","100","11","4","30.6","17.4","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88.7","0.29","3.86"
"John Metchie III","PHI","5","WR","4","4","0","18","0","0","0","0","100","0.75","4.5","4.5","3.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.8","0.31","1.45"
"Jamari Thrash","CLV","5","WR","6","5","0","40","0","0","0","0","83.3","8.83","6.67","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0.08","1.8"
"Malik Washington","MIA","5","WR","19","12","0","47","0","0","0","0","63.2","4.47","2.47","3.92","5.92","4","3","0","21.1","25","0","0","0","0","0","0","8","0","60","0","0","0","7.5","5.38","3","0.38","0","0","0","0","0","0","0","0","0","0","0","22.7","0.15","1.14"
"Amon-Ra St. Brown","DET","5","WR","40","35","0","407","2","6","0","0","87.5","8.05","10.18","11.63","4.49","15","13","6","37.5","37.1","100","3","3","7.5","8.6","50","2","0","7","0","0","0","3.5","4.5","0","0","0","1","0","50","0","0","0","0","0","0","0","112.4","0.41","3.04"
"Cedric Tillman","CLV","4","WR","20","11","0","106","0","2","0","1","55","9.5","5.3","9.64","1.55","4","3","2","20","27.3","100","2","2","10","18.2","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33.6","0.17","3.05"
"Simi Fehoko","ARZ","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Michael Wilson","ARZ","5","WR","17","8","0","52","0","1","0","1","47.1","12.47","3.06","6.5","2.25","3","1","1","17.6","12.5","100","1","1","5.9","12.5","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.2","0.08","2.4"
"Justin Shorter","LV","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Romeo Doubs","GB","4","WR","19","13","1","179","0","4","0","1","68.4","14.32","9.42","13.77","4.15","7","5","4","36.8","38.5","100","4","4","21.1","30.8","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54.9","0.25","4.22"
"Ja'Marr Chase","CIN","5","WR","44","32","1","374","2","3","1","1","72.7","10.45","8.5","11.69","5.53","9","6","2","20.5","18.8","66.7","2","2","4.5","6.3","66.7","1","0","9","0","0","0","9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","88.3","0.34","2.68"
"Nikko Remigio","KC","4","WR","1","1","0","21","0","0","0","0","100","18","21","21","3","0","0","0","0","0","0","0","0","0","0","0","1","0","11","0","0","0","11","5","0","0","0","0","0","0","0","0","0","0","0","0","0","4.2","0.35","2.1"
"Jaylen Waddle","MIA","5","WR","31","23","1","295","1","3","1","0","74.2","10.84","9.52","12.83","3.17","9","6","3","29","26.1","100","3","2","9.7","8.7","66.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70.5","0.31","3.07"
"Ryan Miller","TB","5","WR","3","1","0","20","0","1","0","0","33.3","19","6.67","20","0","3","1","1","100","100","100","1","1","33.3","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0.15","9"
"Alec Pierce","IND","3","WR","13","9","1","171","0","0","0","0","69.2","18.77","13.15","19","2","4","1","0","30.8","11.1","0","2","0","15.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26.1","0.17","2.9"
"Joshua Palmer","BUF","5","WR","18","12","0","174","0","0","0","0","66.7","12","9.67","14.5","3","4","2","0","22.2","16.7","0","1","0","5.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29.4","0.18","2.45"
"Tay Martin","WAS","2","WR","2","2","0","23","0","0","0","0","100","9","11.5","11.5","2.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.3","0.19","2.15"
"Cody White","SEA","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Justin Jefferson","MIN","5","WR","42","29","1","449","2","1","0","2","69","12.29","10.69","15.48","5.24","10","5","1","23.8","17.2","100","3","1","7.1","3.4","100","1","0","4","0","0","0","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","80.3","0.28","2.68"
"Tee Higgins","CIN","5","WR","28","13","1","158","0","2","1","0","46.4","13.57","5.64","12.15","1.85","8","3","2","28.6","23.1","100","4","1","14.3","7.7","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40.8","0.17","3.14"
"Charlie Jones","CIN","2","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Darnell Mooney","ATL","3","WR","15","7","0","79","0","0","0","2","46.7","12.07","5.27","11.29","2.43","4","1","0","26.7","14.3","0","2","0","13.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.9","0.1","2.13"
"Terry McLaurin","WAS","3","WR","18","10","1","149","0","0","0","0","55.6","14.33","8.28","14.9","3.6","3","1","0","16.7","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24.9","0.16","2.49"
"Courtland Sutton","DEN","5","WR","37","26","1","365","1","3","1","1","70.3","12.46","9.86","14.04","4.31","8","5","3","21.6","19.2","100","3","2","8.1","7.7","66.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80.5","0.27","3.1"
"Tyler Johnson","NYJ","4","WR","6","4","0","63","0","0","0","2","66.7","13","10.5","15.75","7.25","1","1","0","16.7","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.3","0.08","2.58"
"D.K. Metcalf","PIT","4","WR","23","15","1","261","1","3","1","2","65.2","7.74","11.35","17.4","12.53","6","5","2","26.1","33.3","66.7","2","2","8.7","13.3","66.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59.1","0.3","3.94"
"Marquez Valdes-Scantling","SF","4","WR","5","2","0","18","0","0","0","0","40","10.2","3.6","9","0.5","1","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.8","0.04","1.9"
"Michael Pittman Jr.","IND","5","WR","34","26","0","273","0","4","0","1","76.5","9.38","8.03","10.5","3.88","8","7","4","23.5","26.9","100","2","2","5.9","7.7","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","77.3","0.28","2.97"
"Ben Skowronek","PIT","4","WR","2","1","0","22","0","1","0","0","50","12","11","22","13","2","1","1","100","100","100","1","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.2","0.26","9.2"
"Tim Patrick","JAX","5","WR","4","2","0","15","0","0","0","1","50","9.25","3.75","7.5","8","2","0","0","50","0","0","1","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.5","0.05","1.75"
"Josh Reynolds","NYJ","3","WR","9","5","0","47","0","0","0","1","55.6","10.33","5.22","9.4","0.8","2","0","0","22.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","9.7","0.06","1.94"
"Cooper Kupp","SEA","5","WR","26","21","0","221","0","0","0","1","80.8","6.85","8.5","10.52","4.76","4","3","0","15.4","14.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43.1","0.19","2.05"
"Zay Jones","ARZ","4","WR","6","5","0","37","0","0","0","0","83.3","7.67","6.17","7.4","1.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.7","0.07","1.74"
"Demarcus Robinson","SF","2","WR","8","4","0","59","0","0","0","0","50","15.13","7.38","14.75","1.5","3","1","0","37.5","25","0","1","0","12.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.9","0.1","2.48"
"Chris Moore","WAS","4","WR","6","3","0","59","0","0","0","1","50","19.17","9.83","19.67","3","2","0","0","33.3","0","0","1","0","16.7","0","0","1","0","9","0","0","0","9","2","0","0","0","0","0","0","0","0","0","0","0","0","0","9.8","0.08","2.45"
"Sterling Shepard","TB","5","WR","24","17","0","191","0","1","0","0","70.8","9.54","7.96","11.24","4.59","6","3","1","25","17.6","100","2","1","8.3","5.9","100","2","0","1","0","0","0","0.5","2.5","0","0","0","0","0","0","0","0","0","0","0","0","0","42.2","0.2","2.22"
"Stefon Diggs","NE","5","WR","34","29","0","359","2","0","0","1","85.3","8.76","10.56","12.38","4.59","7","6","0","20.6","20.7","0","1","0","2.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64.9","0.38","2.24"
"Davante Adams","LA","5","WR","45","22","1","357","1","3","1","3","48.9","13.18","7.93","16.23","3.14","15","4","3","33.3","18.2","100","8","3","17.8","13.6","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75.7","0.27","3.44"
"Mike Evans","TB","3","WR","27","14","0","140","0","1","0","3","51.9","12.56","5.19","10","1.29","5","2","1","18.5","14.3","100","2","1","7.4","7.1","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","0.21","2.43"
"Travis Hunter","JAX","5","WR","24","16","1","182","0","0","0","2","66.7","8.54","7.58","11.38","5.31","4","2","0","16.7","12.5","0","1","0","4.2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","34.2","0.17","2.14"
"Dominic Lovett","DET","4","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Troy Franklin","DEN","5","WR","30","21","1","231","0","1","0","2","70","9.97","7.7","11","5.71","8","5","1","26.7","23.8","100","1","0","3.3","0","0","1","0","11","0","0","0","11","14","1","1","0","0","0","0","0","0","0","0","0","1","1","51.2","0.23","2.33"
"Chimere Dike","TEN","5","WR","15","7","0","18","0","0","0","0","46.7","10.07","1.2","2.57","4","6","3","0","40","42.9","0","1","0","6.7","0","0","6","0","17","0","0","0","2.83","3.33","1","0.17","0","1","0","16.7","0","1","0","16.7","0","0","0","10.5","0.09","0.81"
"Jaylin Noel","HST","5","WR","7","5","0","22","0","1","0","1","71.4","1.29","3.14","4.4","7.2","1","1","1","14.3","20","100","0","0","0","0","0","2","0","7","0","0","0","3.5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","13.9","0.18","1.99"
"Andrei Iosivas","CIN","5","WR","12","7","0","116","0","0","0","0","58.3","9.83","9.67","16.57","5","1","0","0","8.3","0","0","1","0","8.3","0","0","1","0","5","0","0","0","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","19.1","0.09","2.39"
"Demario Douglas","NE","5","WR","13","7","0","30","0","1","0","1","53.8","4.54","2.31","4.29","2.29","2","1","1","15.4","14.3","100","2","1","15.4","14.3","100","1","0","4","0","0","0","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","16.4","0.14","2.05"
"Dalevon Campbell","CAR","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Devaughn Vele","NO","4","WR","5","4","0","29","0","1","0","0","80","7.2","5.8","7.25","1.5","3","2","1","60","50","100","2","1","40","25","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.9","0.18","3.23"
"Jordan Whittington","LA","5","WR","8","7","1","89","0","0","0","0","87.5","7.75","11.13","12.71","4.29","1","1","0","12.5","14.3","0","0","0","0","0","0","3","0","12","0","0","0","4","1.67","0","0","0","1","0","33.3","0","0","0","0","0","0","0","17.1","0.09","1.71"
"Isaiah Williams","NYJ","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Elijah Moore","BUF","4","WR","5","4","0","64","0","0","0","0","80","4.4","12.8","16","12.25","0","0","0","0","0","0","0","0","0","0","0","5","0","25","0","1","0","5","2.4","2","0.4","0","1","1","20","100","1","1","20","100","0","0","18.9","0.26","2.1"
"Khalil Shakir","BUF","5","WR","27","22","1","235","0","2","1","1","81.5","4.33","8.7","10.68","8.41","7","5","1","25.9","22.7","50","0","0","0","0","0","1","0","5","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","58","0.27","2.52"
"Jayden Reed","GB","2","WR","5","3","0","45","0","1","0","1","60","14.4","9","15","5","2","1","1","40","33.3","100","1","1","20","33.3","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.5","0.59","4.5"
"Tutu Atwell","LA","5","WR","9","4","1","164","0","1","1","0","44.4","19.56","18.22","41","15.75","2","1","0","22.2","25","0","1","0","11.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26.4","0.19","6.6"
"Justin Watson","HST","2","WR","4","3","0","30","0","0","0","0","75","10.25","7.5","10","4.33","2","1","0","50","33.3","0","1","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0.11","2"
"Alex Bachman","LV","4","WR","2","1","0","9","0","0","0","0","50","5.5","4.5","9","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9","0.13","1.9"
"Ray-Ray McCloud III","ATL","4","WR","12","6","0","64","0","0","0","1","50","6.42","5.33","10.67","7.17","2","0","0","16.7","0","0","1","0","8.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.4","0.09","2.07"
"Jakobi Meyers","LV","5","WR","38","25","1","290","0","0","0","1","65.8","10.03","7.63","11.6","5.6","8","1","0","21.1","4","0","4","0","10.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54","0.18","2.16"
"David Moore","CAR","4","WR","1","1","0","5","0","0","0","0","100","5","5","5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","12","0","0","0","12","6","0","0","0","0","0","0","0","0","0","0","0","0","0","2.7","0.03","1.35"
"Adam Thielen","MIN","5","WR","8","4","0","37","0","0","0","1","50","12.88","4.63","9.25","0.5","2","1","0","25","25","0","1","0","12.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","7.7","0.05","1.93"
"Ryan Flournoy","DAL","4","WR","12","10","2","149","1","0","0","0","83.3","8.83","12.42","14.9","5.6","1","1","0","8.3","10","0","0","0","0","0","0","3","0","22","0","0","0","7.33","1.67","0","0","0","0","0","0","0","0","0","0","0","0","0","27.1","0.32","2.08"
"Matthew Golden","GB","4","WR","14","11","1","126","0","0","0","0","78.6","14","9","11.45","3.36","3","1","0","21.4","9.1","0","2","0","14.3","0","0","6","0","29","0","0","0","4.83","5.5","1","0.17","0","1","0","16.7","0","0","0","0","0","0","0","26.5","0.17","1.56"
"Jimmy Horn Jr.","CAR","1","WR","2","2","0","21","0","0","0","0","100","8.5","10.5","10.5","2","1","1","0","50","50","0","0","0","0","0","0","2","0","10","0","0","0","5","2.5","0","0","0","0","0","0","0","0","0","0","0","0","0","5.1","0.27","1.27"
"Darius Cooper","PHI","3","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Ladd McConkey","LAC","5","WR","33","21","0","213","0","1","0","2","63.6","8.67","6.45","10.14","3.05","6","3","1","18.2","14.3","100","2","1","6.1","4.8","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48.3","0.17","2.3"
"Savion Williams","GB","4","WR","4","4","0","23","0","0","0","0","100","-2.75","5.75","5.75","8.5","1","1","0","25","25","0","0","0","0","0","0","5","0","24","0","0","0","4.8","1.8","1","0.2","0","0","0","0","0","0","0","0","0","0","0","8.7","0.29","0.97"
"Josh Downs","IND","5","WR","26","20","0","175","0","0","0","0","76.9","7.92","6.73","8.75","2.25","5","3","0","19.2","15","0","1","0","3.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37.5","0.21","1.88"
"Wan'Dale Robinson","NYG","5","WR","34","23","1","267","1","1","0","0","67.6","9.59","7.85","11.61","5.13","8","4","1","23.5","17.4","100","3","1","8.8","4.3","100","1","0","2","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","55.9","0.19","2.33"
"Tahj Washington","MIA","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Jalen Cropper","DAL","2","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Gunner Olszewski","NYG","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Ashton Dulin","IND","5","WR","6","3","0","66","0","0","0","0","50","18.17","11","22","3","1","1","0","16.7","33.3","0","0","0","0","0","0","2","0","22","0","0","0","11","7.5","2","1","0","2","0","100","0","0","0","0","0","0","0","11.8","0.13","2.36"
"Jalen Nailor","MIN","5","WR","19","11","0","125","0","1","0","0","57.9","11.58","6.58","11.36","3.27","5","2","1","26.3","18.2","100","2","0","10.5","0","0","1","0","15","0","0","0","15","13","1","1","0","0","0","0","0","0","0","0","0","1","1","31","0.13","2.58"
