"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Travis Hunter","JAX","7","WR","43","28","1","298","1","1","0","2","65.1","8.14","6.93","10.64","5.04","8","3","1","18.6","10.7","100","3","0","7","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","100","0","0","0","0","0","0","0","63.8","0.2","2.2"
"Luther Burden III","CHI","7","WR","15","13","1","171","1","1","1","1","86.7","7.13","11.4","13.15","7.15","4","3","1","26.7","23.1","100","0","0","0","0","0","2","0","6","0","0","0","3","4","2","1","0","0","0","0","0","0","0","0","0","0","0","36.7","0.33","2.45"
"Pat Bryant","DEN","9","WR","14","9","0","106","0","1","0","1","64.3","11.71","7.57","11.78","3.11","4","2","1","28.6","22.2","100","2","1","14.3","11.1","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25.6","0.1","2.84"
"Jalen Coker","CAR","3","WR","8","4","0","45","0","0","0","0","50","11","5.63","11.25","2","1","0","0","12.5","0","0","1","0","12.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.5","0.08","2.13"
"Chimere Dike","TEN","9","WR","32","21","0","194","0","1","0","0","65.6","8.66","6.06","9.24","5.1","9","5","1","28.1","23.8","100","2","0","6.3","0","0","8","0","17","0","0","0","2.13","3.63","2","0.25","0","1","0","12.5","0","1","0","12.5","0","0","0","48.1","0.17","1.66"
"Parker Washington","JAX","8","WR","42","25","1","297","0","1","0","4","59.5","12.81","7.07","11.88","3.8","10","7","1","23.8","28","100","2","1","4.8","4","100","4","0","9","0","0","0","2.25","1.25","0","0","0","0","0","0","0","0","0","0","0","0","1","61.6","0.19","2.12"
"Jaylin Noel","HST","8","WR","20","14","1","162","0","1","0","1","70","10.55","8.1","11.57","4.14","3","2","1","15","14.3","100","1","0","5","0","0","3","0","4","0","0","0","1.33","2","0","0","0","1","0","33.3","0","0","0","0","0","0","0","36.6","0.24","2.15"
"Savion Williams","GB","8","WR","7","7","0","43","0","1","0","0","100","-2","6.14","6.14","8.14","3","3","1","42.9","42.9","100","0","0","0","0","0","8","0","28","0","0","0","3.5","1.38","1","0.13","1","1","0","12.5","0","0","0","0","0","0","0","20.1","0.28","1.34"
"Josh Downs","IND","8","WR","46","35","0","313","0","3","0","0","76.1","7.5","6.8","8.94","2.37","12","9","3","26.1","25.7","100","3","2","6.5","5.7","66.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84.3","0.29","2.41"
"Jaylin Lane","WAS","9","WR","27","14","0","171","0","0","0","3","51.9","13.07","6.33","12.21","2.64","6","2","0","22.2","14.3","0","3","0","11.1","0","0","1","0","7","0","0","0","7","3","0","0","0","0","0","0","0","0","0","0","0","0","0","31.8","0.13","2.12"
"Andrei Iosivas","CIN","9","WR","30","16","0","236","0","1","0","4","53.3","9.77","7.87","14.75","3.94","8","3","1","26.7","18.8","100","3","1","10","6.3","100","2","0","9","0","0","0","4.5","1.5","0","0","0","0","0","0","0","0","0","0","0","0","0","46.5","0.1","2.58"
"Demario Douglas","NE","9","WR","27","18","3","262","1","3","1","1","66.7","10.19","9.7","14.56","5.89","7","5","3","25.9","27.8","100","2","1","7.4","5.6","33.3","3","0","7","0","0","0","2.33","2","0","0","0","1","0","33.3","0","0","0","0","0","0","0","62.9","0.36","3"
"Xavier Gipson","PHI","1","WR","1","1","0","3","0","0","0","0","100","-4","3","3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3","0.26","1.3"
"Dontayvion Wicks","GB","6","WR","20","13","0","134","0","0","0","1","65","12.95","6.7","10.31","2.38","6","1","0","30","7.7","0","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26.4","0.13","2.03"
"Isaiah Williams","NYJ","2","WR","4","3","0","31","0","0","0","0","75","2.5","7.75","10.33","6","0","0","0","0","0","0","0","0","0","0","0","1","0","25","0","0","0","25","2","0","0","0","0","0","0","0","0","0","0","0","0","0","8.6","0.28","2.15"
"Ashton Dulin","IND","8","WR","7","4","0","58","0","0","0","0","57.1","14.29","8.29","14.5","2.5","1","1","0","14.3","25","0","0","0","0","0","0","2","0","22","0","0","0","11","7.5","2","1","0","2","0","100","0","0","0","0","0","0","0","12","0.11","2"
"Jalen Nailor","MIN","8","WR","28","14","0","178","0","1","0","0","50","12.39","6.36","12.71","2.93","8","2","1","28.6","14.3","100","4","0","14.3","0","0","1","0","15","0","0","0","15","13","1","1","0","0","0","0","0","0","0","0","0","1","1","39.3","0.11","2.62"
"Khalil Shakir","BUF","8","WR","47","38","2","399","0","3","2","1","80.9","3.83","8.49","10.5","9.18","7","5","1","14.9","13.2","33.3","0","0","0","0","0","1","0","5","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","96.4","0.3","2.47"
"Derius Davis","LAC","6","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","5","0","0","0","2.5","3.5","2","1","0","0","0","0","0","0","0","0","0","0","0","0.5","0.02","0.25"
"Deebo Samuel","WAS","8","WR","54","42","0","367","0","3","0","3","77.8","5.54","6.8","8.74","5.36","10","6","3","18.5","14.3","100","3","2","5.6","4.8","66.7","10","0","49","0","1","0","4.9","3.7","4","0.4","1","1","1","10","100","0","0","0","0","0","0","107.6","0.29","2.07"
"Braxton Berrios","HST","2","WR","8","6","0","37","0","0","0","0","75","2.88","4.63","6.17","3","1","1","0","12.5","16.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.7","0.16","1.62"
"Parris Campbell","DAL","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Christian Kirk","HST","4","WR","23","14","1","135","0","0","0","0","60.9","9.7","5.87","9.64","3.43","4","1","0","17.4","7.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","27.5","0.17","1.96"
"Hunter Renfrow","CAR","6","WR","24","15","0","89","0","2","0","1","62.5","8.29","3.71","5.93","1.4","8","5","2","33.3","33.3","100","3","2","12.5","13.3","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35.9","0.17","2.39"
"Olamide Zaccheaus","CHI","8","WR","44","31","0","243","0","1","0","2","70.5","6.07","5.52","7.84","3.58","10","6","1","22.7","19.4","100","0","0","0","0","0","4","0","25","0","0","0","6.25","2.5","1","0.25","0","0","0","0","0","0","0","0","0","0","1","63.8","0.2","1.82"
"Russell Gage","SF","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"KhaDarel Hodge","ATL","7","WR","9","3","0","31","0","0","0","1","33.3","14.44","3.44","10.33","3","1","0","0","11.1","0","0","1","0","11.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.1","0.1","2.03"
"Stefon Diggs","NE","9","WR","53","45","0","508","2","2","0","1","84.9","8.51","9.58","11.29","4","13","11","2","24.5","24.4","100","1","0","1.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","107.8","0.34","2.4"
"DeAndre Hopkins","BLT","8","WR","15","10","1","192","0","2","0","0","66.7","18.4","12.8","19.2","2.9","6","4","2","40","40","100","1","1","6.7","10","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41.2","0.3","4.12"
"Isaac TeSlaa","DET","8","WR","6","3","0","54","0","2","0","0","50","18.17","9","18","0.67","5","3","2","83.3","100","100","3","2","50","66.7","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20.4","0.2","6.8"
"Kameron Johnson","TB","8","WR","5","4","0","64","0","1","0","0","80","12.6","12.8","16","4.75","1","1","1","20","25","100","0","0","0","0","0","1","0","2","0","0","0","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","16.6","0.24","3.32"
"Ryan Flournoy","DAL","8","WR","21","16","2","198","1","1","0","0","76.2","9.71","9.43","12.38","5","3","2","1","14.3","12.5","100","2","1","9.5","6.3","100","4","0","25","0","0","0","6.25","1.75","0","0","0","0","0","0","0","0","0","0","0","0","0","44.3","0.2","2.21"
"Elic Ayomanor","TEN","9","WR","51","26","0","323","0","2","0","3","51","12.94","6.33","12.42","3.12","8","4","2","15.7","15.4","100","4","2","7.8","7.7","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70.3","0.16","2.7"
"Dominic Lovett","DET","4","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Jack Bech","LV","7","WR","9","7","0","73","0","0","0","0","77.8","11.11","8.11","10.43","2.86","1","0","0","11.1","0","0","1","0","11.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.3","0.11","2.04"
"Brian Thomas Jr.","JAX","8","WR","59","30","1","420","0","1","0","7","50.8","13.07","7.12","14","3.93","13","3","1","22","10","100","4","0","6.8","0","0","2","0","16","0","1","0","8","1","0","0","0","1","1","50","100","0","0","0","0","0","0","85.6","0.19","2.67"
"Malik Nabers","NYG","4","WR","30","18","1","271","1","2","1","2","60","18.17","9.03","15.06","2.83","11","4","2","36.7","22.2","100","6","2","20","11.1","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","57.1","0.26","3.17"
"Jackson Meeks","DET","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Adonai Mitchell","IND","8","WR","15","9","1","152","0","0","0","0","60","17.47","10.13","16.89","6.22","3","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","24.2","0.2","2.69"
"Dont'e Thornton Jr.","LV","7","WR","19","5","0","94","0","0","0","1","26.3","18.42","4.95","18.8","4.8","3","0","0","15.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.4","0.06","2.88"
"Devontez Walker","BLT","3","WR","3","3","0","60","0","2","0","0","100","25","20","20","0.67","3","3","2","100","100","100","2","2","66.7","66.7","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0.88","7"
"Marvin Harrison Jr.","ARZ","8","WR","49","31","2","492","0","3","0","3","63.3","13.35","10.04","15.87","3.26","12","9","3","24.5","29","100","5","3","10.2","9.7","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.2","0.24","3.17"
"Xavier Worthy","KC","7","WR","40","24","0","256","0","1","0","0","60","12.82","6.4","10.67","4.54","12","4","1","30","16.7","100","4","0","10","0","0","7","0","73","0","0","0","10.43","1.29","1","0.14","0","0","0","0","0","0","0","0","0","0","0","62.9","0.21","2.03"
"Beaux Collins","NYG","8","WR","6","2","0","25","0","0","0","0","33.3","12.5","4.17","12.5","3.5","3","1","0","50","50","0","1","0","16.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.5","0.05","2.25"
"Efton Chism III","NE","3","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Darius Cooper","PHI","4","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"KeAndre Lambert-Smith","LAC","6","WR","4","1","0","1","0","0","0","0","25","23.5","0.25","1","3","1","0","0","25","0","0","1","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1","0.02","1.1"
"Jaxon Smith-Njigba","SEA","8","WR","76","58","5","948","6","4","1","2","76.3","12.75","12.47","16.34","3.97","11","8","4","14.5","13.8","100","2","2","2.6","3.4","50","4","0","22","0","0","0","5.5","3","1","0.25","2","0","0","0","0","0","0","0","0","0","0","179","0.5","2.89"
"Roman Wilson","PIT","8","WR","12","9","1","114","0","1","0","0","75","10.58","9.5","12.67","3.67","1","1","1","8.3","11.1","100","1","1","8.3","11.1","100","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","26.4","0.18","2.93"
"Jalin Hyatt","NYG","5","WR","9","3","0","17","0","0","0","1","33.3","21","1.89","5.67","0.67","1","0","0","11.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.7","0.04","1.57"
"Tez Johnson","TB","7","WR","23","15","1","213","0","2","1","1","65.2","12.57","9.26","14.2","5.27","3","1","1","13","6.7","50","2","1","8.7","6.7","50","1","0","5","0","0","0","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","48.8","0.24","3.05"
"LaJohntay Wester","BLT","5","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Mitchell Tinsley","CIN","9","WR","6","3","0","49","0","1","0","0","50","15.67","8.17","16.33","2","2","2","1","33.3","66.7","100","1","1","16.7","33.3","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.9","0.17","4.63"
"Ke'Shawn Williams","PIT","3","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Myles Price","MIN","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Jordan Addison","MIN","5","WR","34","23","1","357","2","2","0","3","67.6","14.82","10.5","15.52","3.78","13","10","2","38.2","43.5","100","3","1","8.8","4.3","50","1","0","16","0","0","0","16","7","0","0","0","0","0","0","0","0","0","0","0","0","0","72.3","0.25","3.01"
"Marvin Mims Jr.","DEN","8","WR","32","22","0","234","0","1","0","1","68.8","13.03","7.31","10.64","5.82","9","2","1","28.1","9.1","100","2","1","6.3","4.5","100","7","0","54","0","1","0","7.71","4.43","3","0.43","1","1","1","14.3","100","0","0","0","0","0","0","62.8","0.28","2.17"
"Xavier Hutchinson","HST","8","WR","29","21","0","222","0","3","0","0","72.4","9.9","7.66","10.57","2.71","7","5","3","24.1","23.8","100","3","1","10.3","4.8","33.3","1","0","5","0","0","0","5","3","1","1","0","0","0","0","0","0","0","0","0","0","0","61.7","0.17","2.8"
"Jason Brownlee","KC","3","WR","1","0","0","0","0","0","0","0","0","14","0","0","0","1","0","0","100","0","0","1","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Mason Tipton","NO","7","WR","2","0","0","0","0","0","0","0","0","19","0","0","0","1","0","0","50","0","0","1","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Devaughn Vele","NO","8","WR","10","5","0","39","0","1","0","0","50","10.7","3.9","7.8","1.6","3","2","1","30","40","100","2","1","20","20","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.9","0.1","2.98"
"Puka Nacua","LA","7","WR","71","61","0","711","3","3","0","0","85.9","9.23","10.01","11.66","4.13","15","11","3","21.1","18","100","2","1","2.8","1.6","33.3","4","1","55","0","1","1","13.75","12.5","1","0.25","0","1","0","25","0","0","0","0","0","0","0","161.6","0.49","2.49"
"Jared Wayne","HST","1","WR","2","2","0","20","0","0","0","0","100","9","10","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0.11","2"
"Xavier Legette","CAR","7","WR","32","20","0","181","0","2","0","0","62.5","9.75","5.66","9.05","1.7","9","4","2","28.1","20","100","5","2","15.6","10","100","1","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","50.1","0.14","2.39"
"Rashee Rice","KC","3","WR","26","20","0","215","0","3","0","1","76.9","6.38","8.27","10.75","6.2","8","6","3","30.8","30","100","1","1","3.8","5","33.3","4","0","18","0","1","0","4.5","2.75","0","0","1","2","1","50","100","1","1","25","100","0","0","67.3","0.48","2.8"
"John Metchie III","PHI","7","WR","4","4","0","18","0","0","0","0","100","0.75","4.5","4.5","3.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.8","0.19","1.45"
"Jalen Cropper","DAL","3","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Zay Flowers","BLT","8","WR","59","46","1","550","1","1","0","0","78","9.03","9.32","11.96","5.43","11","7","0","18.6","15.2","0","1","0","1.7","0","0","4","0","20","0","0","0","5","4.75","2","0.5","1","0","0","0","0","0","0","0","0","0","1","109","0.27","2.18"
"Skyy Moore","SF","9","WR","5","3","0","46","0","0","0","0","60","14.4","9.2","15.33","8.67","2","1","0","40","33.3","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","7.7","0.1","1.93"
"Gunner Olszewski","NYG","4","WR","1","1","0","24","0","1","0","0","100","24","24","24","0","1","1","1","100","100","100","1","1","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.4","1.34","9.4"
"Drake London","ATL","7","WR","70","47","2","587","3","5","0","0","67.1","10.23","8.39","12.49","3.36","12","6","5","17.1","12.8","100","7","4","10","8.5","80","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","135.7","0.32","2.89"
"Justin Shorter","LV","3","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Chris Olave","NO","9","WR","83","55","2","560","0","3","0","2","66.3","10.77","6.75","10.18","2.42","17","8","3","20.5","14.5","100","8","3","9.6","5.5","100","1","0","-3","0","0","0","-3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","128.7","0.26","2.3"
"Kevin Austin Jr.","NO","1","WR","1","0","0","0","0","0","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Romeo Doubs","GB","8","WR","52","34","1","441","0","4","0","1","65.4","13.88","8.48","12.97","2.88","15","8","4","28.8","23.5","100","7","4","13.5","11.8","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","102.1","0.24","3"
"Elijah Moore","BUF","7","WR","12","6","0","106","0","0","0","1","50","9.92","8.83","17.67","8.17","2","1","0","16.7","16.7","0","0","0","0","0","0","5","0","25","0","1","0","5","2.4","2","0.4","0","1","1","20","100","1","1","20","100","0","0","25.1","0.19","2.28"
"Bryce Oliver","TEN","2","WR","1","1","0","8","0","0","0","0","100","6","8","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8","0.16","1.8"
"Nikko Remigio","KC","7","WR","1","1","0","21","0","0","0","0","100","18","21","21","3","0","0","0","0","0","0","0","0","0","0","0","1","0","11","0","0","0","11","5","0","0","0","0","0","0","0","0","0","0","0","0","0","4.2","0.16","2.1"
"Tyquan Thornton","KC","9","WR","27","14","1","311","0","3","1","0","51.9","26.7","11.52","22.21","2.86","13","7","3","48.1","50","100","5","3","18.5","21.4","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63.1","0.24","4.51"
"Dyami Brown","JAX","7","WR","34","19","0","219","0","1","0","4","55.9","13.32","6.44","11.53","1.79","12","5","1","35.3","26.3","100","4","1","11.8","5.3","100","5","0","26","0","0","0","5.2","2.4","0","0","0","1","0","20","0","0","0","0","0","0","0","49.5","0.17","2.06"
"Malachi Corley","CLV","4","WR","2","2","0","17","0","0","0","0","100","1","8.5","8.5","7.5","0","0","0","0","0","0","0","0","0","0","0","2","0","42","0","0","0","21","14","2","1","0","0","0","0","0","0","0","0","0","0","0","7.9","0.25","1.98"
"Rashid Shaheed","NO","9","WR","66","44","1","499","1","2","1","0","66.7","11.29","7.56","11.34","3.3","14","4","1","21.2","9.1","50","2","0","3","0","0","2","0","5","0","0","0","2.5","2","0","0","1","1","0","50","0","0","0","0","0","0","0","106.4","0.25","2.31"
"Jalen Tolbert","DAL","9","WR","24","14","0","172","0","1","0","1","58.3","12.54","7.17","12.29","2.5","7","2","1","29.2","14.3","100","4","1","16.7","7.1","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","37.2","0.1","2.66"
"CeeDee Lamb","DAL","6","WR","53","35","1","491","3","1","1","5","66","12.28","9.26","14.03","4.94","14","6","0","26.4","17.1","0","2","0","3.8","0","0","1","0","2","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","90.3","0.29","2.51"
"Marquise Brown","KC","9","WR","51","34","2","389","0","4","0","1","66.7","10.65","7.63","11.44","3.41","14","9","4","27.5","26.5","100","3","3","5.9","8.8","75","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","96.9","0.29","2.85"
"Cody White","SEA","2","WR","2","1","1","60","0","1","1","0","50","13.5","30","60","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0.32","13"
"Calvin Austin III","PIT","6","WR","27","19","0","223","0","2","0","1","70.4","10.19","8.26","11.74","4.37","8","6","2","29.6","31.6","100","2","2","7.4","10.5","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","53.3","0.21","2.81"
"Justin Jefferson","MIN","8","WR","72","47","2","649","2","2","0","2","65.3","11.21","9.01","13.81","5.13","18","8","2","25","17","100","6","2","8.3","4.3","100","1","0","4","0","0","0","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","124.3","0.27","2.59"
"Tyrell Shavers","BUF","8","WR","11","6","0","58","0","0","0","0","54.5","10.82","5.27","9.67","4.67","2","1","0","18.2","16.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.8","0.07","1.97"
"Jerry Jeudy","CLV","8","WR","52","22","0","257","0","0","0","7","42.3","12.96","4.94","11.68","2.64","15","3","0","28.8","13.6","0","4","0","7.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47.7","0.1","2.17"
"DeVonta Smith","PHI","8","WR","56","44","2","588","2","2","1","1","78.6","12.09","10.5","13.36","4","13","7","1","23.2","15.9","50","4","1","7.1","2.3","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","114.8","0.27","2.61"
"Austin Trammell","JAX","1","WR","1","0","0","0","0","0","0","0","0","27","0","0","0","1","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"A.J. Brown","PHI","7","WR","49","29","1","395","2","3","0","0","59.2","12.1","8.06","13.62","3.45","9","5","3","18.4","17.2","100","2","1","4.1","3.4","33.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86.5","0.22","2.98"
"Calvin Ridley","TEN","6","WR","34","16","1","290","1","0","0","3","47.1","13.65","8.53","18.13","5","6","1","0","17.6","6.3","0","2","0","5.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","0.18","2.81"
"Cedrick Wilson Jr.","MIA","2","WR","2","2","0","9","0","0","0","0","100","1","4.5","4.5","3.5","1","1","0","50","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.9","0.08","1.45"
"Allen Lazard","NYJ","6","WR","11","7","0","45","0","1","0","0","63.6","8.91","4.09","6.43","4","6","2","1","54.5","28.6","100","3","1","27.3","14.3","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17.5","0.1","2.5"
"Tyler Johnson","NYJ","7","WR","13","10","0","187","0","1","0","2","76.9","15","14.38","18.7","6.2","2","2","1","15.4","20","100","1","1","7.7","10","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34.7","0.16","3.47"
"Trent Sherfield","DEN","9","WR","4","3","0","21","0","0","0","0","75","9.25","5.25","7","4.33","2","1","0","50","33.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.1","0.03","1.7"
"Alex Bachman","LV","6","WR","2","1","0","9","0","0","0","0","50","5.5","4.5","9","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9","0.1","1.9"
"Nick Westbrook-Ikhine","MIA","9","WR","16","10","0","82","0","0","0","2","62.5","5.69","5.13","8.2","2.9","3","1","0","18.8","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18.2","0.06","1.82"
"Scott Miller","PIT","6","WR","2","1","0","9","0","0","0","0","50","3","4.5","9","10","1","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9","0.03","1.9"
"Jakobi Meyers","LV","7","WR","48","33","1","352","0","0","0","2","68.8","9.02","7.33","10.67","4.79","9","2","0","18.8","6.1","0","4","0","8.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","68.2","0.17","2.07"
"Devin Duvernay","CHI","2","WR","3","1","0","2","0","0","0","0","33.3","17.33","0.67","2","0","2","1","0","66.7","100","0","1","0","33.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2","0.1","1.2"
