"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Xavier Worthy","KC","2","WR","9","5","0","83","0","0","0","0","55.6","15","9.22","16.6","7","3","0","0","33.3","0","0","1","0","11.1","0","0","3","0","38","0","0","0","12.67","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","17.1","0.37","2.14"
"KeAndre Lambert-Smith","LAC","3","WR","1","0","0","0","0","0","0","0","0","30","0","0","0","1","0","0","100","0","0","1","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Jaxon Smith-Njigba","SEA","4","WR","33","26","3","402","2","1","0","0","78.8","12.73","12.18","15.46","3.19","3","2","1","9.1","7.7","100","0","0","0","0","0","3","0","11","0","0","0","3.67","2","0","0","2","0","0","0","0","0","0","0","0","0","0","73.3","0.45","2.53"
"Kyle Williams","NE","4","WR","2","2","0","20","0","0","0","0","100","9.5","10","10","0.5","0","0","0","0","0","0","0","0","0","0","0","1","0","-2","0","0","0","-2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","3.8","0.1","1.27"
"Jalin Hyatt","NYG","2","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Kayshon Boutte","NE","4","WR","15","10","0","165","1","1","0","0","66.7","16.27","11","16.5","0.5","4","2","1","26.7","20","100","3","1","20","10","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32.5","0.17","3.25"
"Arian Smith","NYJ","4","WR","4","3","0","10","0","0","0","0","75","6","2.5","3.33","1.33","0","0","0","0","0","0","0","0","0","0","0","1","0","-10","0","0","0","-10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0.03","0.75"
"Tez Johnson","TB","3","WR","3","1","0","8","0","0","0","0","33.3","14.67","2.67","8","7","0","0","0","0","0","0","0","0","0","0","0","1","0","5","0","0","0","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3","0.04","1.15"
"LaJohntay Wester","BLT","2","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Mitchell Tinsley","CIN","4","WR","4","2","0","22","0","1","0","0","50","11","5.5","11","2.5","1","1","1","25","50","100","1","1","25","50","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.2","0.35","5.1"
"Quentin Johnston","LAC","4","WR","35","22","1","337","0","4","1","1","62.9","13","9.63","15.32","5.32","10","7","4","28.6","31.8","100","3","1","8.6","4.5","25","1","0","-2","0","0","0","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","79.5","0.35","3.46"
"Tre Harris","LAC","4","WR","6","3","0","45","0","0","0","0","50","13.67","7.5","15","5","1","0","0","16.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.5","0.13","2.5"
"Mason Tipton","NO","2","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Casey Washington","ATL","2","WR","9","4","0","52","0","0","0","1","44.4","18.44","5.78","13","1","2","0","0","22.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.2","0.09","2.3"
"Jameson Williams","DET","4","WR","19","10","2","214","1","1","1","2","52.6","20.53","11.26","21.4","8","7","2","1","36.8","20","100","0","0","0","0","0","2","0","0","0","0","0","0","7","2","1","0","0","0","0","0","0","0","0","0","0","0","37.4","0.16","3.12"
"Ricky Pearsall","SF","4","WR","28","20","1","327","2","0","0","0","71.4","15.86","11.68","16.35","1.45","4","2","0","14.3","10","0","1","0","3.6","0","0","1","0","-4","0","0","0","-4","5","1","1","0","0","0","0","0","0","0","0","0","0","0","52.3","0.23","2.49"
"Dontayvion Wicks","GB","4","WR","16","10","0","114","0","0","0","1","62.5","14.56","7.13","11.4","2.4","5","1","0","31.3","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21.4","0.13","2.14"
"George Pickens","DAL","4","WR","32","21","0","300","1","4","0","2","65.6","13.03","9.38","14.29","3.71","13","6","4","40.6","28.6","100","9","3","28.1","14.3","75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75","0.29","3.57"
"John Metchie III","PHI","4","WR","4","4","0","18","0","0","0","0","100","0.75","4.5","4.5","3.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.8","0.39","1.45"
"Jamari Thrash","CLV","4","WR","5","4","0","18","0","0","0","0","80","7.4","3.6","4.5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.8","0.07","1.45"
"Malik Washington","MIA","4","WR","14","8","0","47","0","0","0","0","57.1","4.43","3.36","5.88","7.75","2","1","0","14.3","12.5","0","0","0","0","0","0","8","0","60","0","0","0","7.5","5.38","3","0.38","0","0","0","0","0","0","0","0","0","0","0","18.7","0.15","1.17"
"Amon-Ra St. Brown","DET","4","WR","31","27","0","307","1","6","0","0","87.1","8.32","9.9","11.37","3.67","14","12","6","45.2","44.4","100","3","3","9.7","11.1","50","2","0","7","0","0","0","3.5","4.5","0","0","0","1","0","50","0","0","0","0","0","0","0","94.4","0.42","3.26"
"Cedric Tillman","CLV","4","WR","20","11","0","106","0","2","0","1","55","9.5","5.3","9.64","1.55","4","3","2","20","27.3","100","2","2","10","18.2","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33.6","0.17","3.05"
"Michael Wilson","ARZ","4","WR","13","6","0","36","0","1","0","1","46.2","13.31","2.77","6","1.67","3","1","1","23.1","16.7","100","1","1","7.7","16.7","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.6","0.08","2.6"
"Justin Shorter","LV","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Romeo Doubs","GB","4","WR","19","13","1","179","0","4","0","1","68.4","14.32","9.42","13.77","4.15","7","5","4","36.8","38.5","100","4","4","21.1","30.8","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54.9","0.25","4.22"
"Ja'Marr Chase","CIN","4","WR","35","26","0","264","1","1","0","1","74.3","8.37","7.54","10.15","5.54","8","5","1","22.9","19.2","100","1","1","2.9","3.8","100","1","0","9","0","0","0","9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","59.3","0.29","2.2"
"Nikko Remigio","KC","4","WR","1","1","0","21","0","0","0","0","100","18","21","21","3","0","0","0","0","0","0","0","0","0","0","0","1","0","11","0","0","0","11","5","0","0","0","0","0","0","0","0","0","0","0","0","0","4.2","0.35","2.1"
"Jaylen Waddle","MIA","4","WR","22","17","0","185","0","2","0","0","77.3","9","8.41","10.88","3.24","6","3","2","27.3","17.6","100","3","2","13.6","11.8","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47.5","0.26","2.79"
"Ryan Miller","TB","4","WR","3","1","0","20","0","1","0","0","33.3","19","6.67","20","0","3","1","1","100","100","100","1","1","33.3","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0.18","9"
"Alec Pierce","IND","3","WR","13","9","1","171","0","0","0","0","69.2","18.77","13.15","19","2","4","1","0","30.8","11.1","0","2","0","15.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26.1","0.17","2.9"
"Joshua Palmer","BUF","4","WR","16","10","0","138","0","0","0","0","62.5","11.25","8.63","13.8","3.6","4","2","0","25","20","0","1","0","6.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23.8","0.18","2.38"
"Tay Martin","WAS","1","WR","1","1","0","14","0","0","0","0","100","13","14","14","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.4","0.27","2.4"
"Cody White","SEA","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Justin Jefferson","MIN","4","WR","31","22","1","326","1","1","0","2","71","11.52","10.52","14.82","5.09","9","5","1","29","22.7","100","2","1","6.5","4.5","100","1","0","4","0","0","0","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","61","0.27","2.65"
"Tee Higgins","CIN","4","WR","21","10","1","136","0","1","1","0","47.6","13.9","6.48","13.6","2.4","6","2","1","28.6","20","100","3","0","14.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29.6","0.16","2.96"
"Charlie Jones","CIN","2","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Darnell Mooney","ATL","3","WR","15","7","0","79","0","0","0","2","46.7","12.07","5.27","11.29","2.43","4","1","0","26.7","14.3","0","2","0","13.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.9","0.1","2.13"
"Terry McLaurin","WAS","3","WR","18","10","1","149","0","0","0","0","55.6","14.33","8.28","14.9","3.6","3","1","0","16.7","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24.9","0.16","2.49"
"Courtland Sutton","DEN","4","WR","27","18","1","266","1","3","1","0","66.7","13.19","9.85","14.78","4.28","8","5","3","29.6","27.8","100","3","2","11.1","11.1","66.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62.6","0.27","3.48"
"Tyler Johnson","NYJ","3","WR","6","4","0","63","0","0","0","2","66.7","13","10.5","15.75","7.25","1","1","0","16.7","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.3","0.08","2.58"
"D.K. Metcalf","PIT","4","WR","23","15","1","261","1","3","1","2","65.2","7.74","11.35","17.4","12.53","6","5","2","26.1","33.3","66.7","2","2","8.7","13.3","66.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59.1","0.3","3.94"
"Marquez Valdes-Scantling","SF","3","WR","2","1","0","9","0","0","0","0","50","12","4.5","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9","0.04","1.9"
"Michael Pittman Jr.","IND","4","WR","29","21","0","234","0","3","0","1","72.4","9.72","8.07","11.14","4.29","6","5","3","20.7","23.8","100","1","1","3.4","4.8","33.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62.4","0.28","2.97"
"Ben Skowronek","PIT","4","WR","2","1","0","22","0","1","0","0","50","12","11","22","13","2","1","1","100","100","100","1","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.2","0.26","9.2"
"Tim Patrick","JAX","4","WR","3","2","0","15","0","0","0","0","66.7","6","5","7.5","8","1","0","0","33.3","0","0","1","0","33.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.5","0.06","1.75"
"Josh Reynolds","NYJ","2","WR","5","2","0","18","0","0","0","0","40","12","3.6","9","1","1","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.8","0.04","1.9"
"Cooper Kupp","SEA","4","WR","18","15","0","162","0","0","0","1","83.3","6.61","9","10.8","5.27","3","3","0","16.7","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31.2","0.18","2.08"
"Zay Jones","ARZ","3","WR","4","3","0","29","0","0","0","0","75","9.75","7.25","9.67","2.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.9","0.06","1.97"
"Demarcus Robinson","SF","1","WR","2","1","0","20","0","0","0","0","50","15.5","10","20","0","1","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0.12","3"
"Chris Moore","WAS","3","WR","5","3","0","59","0","0","0","0","60","18.8","11.8","19.67","3","1","0","0","20","0","0","0","0","0","0","0","1","0","9","0","0","0","9","2","0","0","0","0","0","0","0","0","0","0","0","0","0","9.8","0.11","2.45"
"Sterling Shepard","TB","4","WR","19","13","0","167","0","0","0","0","68.4","9.58","8.79","12.85","5.38","3","1","0","15.8","7.7","0","1","0","5.3","0","0","1","0","6","0","0","0","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","30.3","0.16","2.16"
"Stefon Diggs","NE","4","WR","22","19","0","213","1","0","0","0","86.4","8.82","9.68","11.21","3.68","5","5","0","22.7","26.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40.3","0.29","2.12"
"Davante Adams","LA","4","WR","34","17","1","269","1","3","1","3","50","12.65","7.91","15.82","2.94","13","3","3","38.2","17.6","100","8","3","23.5","17.6","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","61.9","0.28","3.64"
"Mike Evans","TB","3","WR","27","14","0","140","0","1","0","3","51.9","12.56","5.19","10","1.29","5","2","1","18.5","14.3","100","2","1","7.4","7.1","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","0.21","2.43"
"Travis Hunter","JAX","4","WR","21","13","0","118","0","0","0","2","61.9","7.52","5.62","9.08","5.23","4","2","0","19","15.4","0","1","0","4.8","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","24.8","0.16","1.91"
"Dominic Lovett","DET","3","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Troy Franklin","DEN","4","WR","26","18","1","196","0","1","0","2","69.2","8.73","7.54","10.89","6.22","6","4","1","23.1","22.2","100","1","0","3.8","0","0","1","0","11","0","0","0","11","14","1","1","0","0","0","0","0","0","0","0","0","0","0","44.7","0.25","2.35"
"Chimere Dike","TEN","4","WR","10","5","0","1","0","0","0","0","50","5.6","0.1","0.2","2.6","5","3","0","50","60","0","1","0","10","0","0","6","0","17","0","0","0","2.83","3.33","1","0.17","0","1","0","16.7","0","1","0","16.7","0","0","0","6.8","0.08","0.62"
"Jaylin Noel","HST","4","WR","4","3","0","9","0","0","0","0","75","-2.75","2.25","3","8.67","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","4.1","0.07","1.02"
"Andrei Iosivas","CIN","4","WR","5","2","0","34","0","0","0","0","40","11","6.8","17","5.5","0","0","0","0","0","0","0","0","0","0","0","1","0","5","0","0","0","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","5.9","0.03","1.97"
"Demario Douglas","NE","4","WR","11","5","0","13","0","1","0","1","45.5","4.91","1.18","2.6","0.8","2","1","1","18.2","20","100","2","1","18.2","20","100","1","0","4","0","0","0","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","12.7","0.13","2.12"
"Dalevon Campbell","CAR","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Devaughn Vele","NO","3","WR","3","2","0","16","0","1","0","0","66.7","9.67","5.33","8","0","3","2","1","100","100","100","2","1","66.7","50","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.6","0.21","4.8"
"Jordan Whittington","LA","4","WR","5","5","1","56","0","0","0","0","100","7.6","11.2","11.2","3.6","1","1","0","20","20","0","0","0","0","0","0","3","0","12","0","0","0","4","1.67","0","0","0","1","0","33.3","0","0","0","0","0","0","0","11.8","0.07","1.48"
"Isaiah Williams","NYJ","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Elijah Moore","BUF","4","WR","5","4","0","64","0","0","0","0","80","4.4","12.8","16","12.25","0","0","0","0","0","0","0","0","0","0","0","5","0","25","0","1","0","5","2.4","2","0.4","0","1","1","20","100","1","1","20","100","0","0","18.9","0.26","2.1"
"Khalil Shakir","BUF","4","WR","18","16","1","190","0","2","1","0","88.9","5.61","10.56","11.88","8.56","3","3","1","16.7","18.8","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","0.28","2.94"
"Jayden Reed","GB","2","WR","5","3","0","45","0","1","0","1","60","14.4","9","15","5","2","1","1","40","33.3","100","1","1","20","33.3","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.5","0.59","4.5"
"Tutu Atwell","LA","4","WR","5","2","1","92","0","1","1","0","40","11.8","18.4","46","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17.2","0.18","8.6"
"Justin Watson","HST","2","WR","4","3","0","30","0","0","0","0","75","10.25","7.5","10","4.33","2","1","0","50","33.3","0","1","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0.11","2"
"Alex Bachman","LV","3","WR","1","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Ray-Ray McCloud III","ATL","4","WR","12","6","0","64","0","0","0","1","50","6.42","5.33","10.67","7.17","2","0","0","16.7","0","0","1","0","8.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.4","0.09","2.07"
"Jakobi Meyers","LV","4","WR","32","21","1","258","0","0","0","1","65.6","9.69","8.06","12.29","6.33","5","0","0","15.6","0","0","2","0","6.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46.8","0.2","2.23"
"David Moore","CAR","4","WR","1","1","0","5","0","0","0","0","100","5","5","5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","12","0","0","0","12","6","0","0","0","0","0","0","0","0","0","0","0","0","0","2.7","0.03","1.35"
"Adam Thielen","MIN","4","WR","8","4","0","37","0","0","0","1","50","12.88","4.63","9.25","0.5","2","1","0","25","25","0","1","0","12.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","7.7","0.06","1.93"
"Ryan Flournoy","DAL","3","WR","4","4","0","35","0","0","0","0","100","6.75","8.75","8.75","2","0","0","0","0","0","0","0","0","0","0","0","1","0","12","0","0","0","12","2","0","0","0","0","0","0","0","0","0","0","0","0","0","8.7","0.17","1.74"
"Matthew Golden","GB","4","WR","14","11","1","126","0","0","0","0","78.6","14","9","11.45","3.36","3","1","0","21.4","9.1","0","2","0","14.3","0","0","6","0","29","0","0","0","4.83","5.5","1","0.17","0","1","0","16.7","0","0","0","0","0","0","0","26.5","0.17","1.56"
"Darius Cooper","PHI","3","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Ladd McConkey","LAC","4","WR","27","16","0","174","0","0","0","2","59.3","8.59","6.44","10.88","3.5","4","2","0","14.8","12.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33.4","0.14","2.09"
"Savion Williams","GB","4","WR","4","4","0","23","0","0","0","0","100","-2.75","5.75","5.75","8.5","1","1","0","25","25","0","0","0","0","0","0","5","0","24","0","0","0","4.8","1.8","1","0.2","0","0","0","0","0","0","0","0","0","0","0","8.7","0.29","0.97"
"Josh Downs","IND","4","WR","19","14","0","121","0","0","0","0","73.7","7.79","6.37","8.64","1.57","4","2","0","21.1","14.3","0","1","0","5.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26.1","0.18","1.86"
"Wan'Dale Robinson","NYG","4","WR","27","18","1","237","1","1","0","0","66.7","10.44","8.78","13.17","5.33","7","4","1","25.9","22.2","100","3","1","11.1","5.6","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47.7","0.21","2.65"
"Jalen Cropper","DAL","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Gunner Olszewski","NYG","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Ashton Dulin","IND","4","WR","1","1","0","11","0","0","0","0","100","5","11","11","6","0","0","0","0","0","0","0","0","0","0","0","2","0","22","0","0","0","11","7.5","2","1","0","2","0","100","0","0","0","0","0","0","0","4.3","0.1","1.43"
"Jalen Nailor","MIN","4","WR","15","8","0","98","0","1","0","0","53.3","12.67","6.53","12.25","3.13","5","2","1","33.3","25","100","2","0","13.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","23.8","0.12","2.98"
"Derius Davis","LAC","3","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","5","0","0","0","2.5","3.5","2","1","0","0","0","0","0","0","0","0","0","0","0","0.5","0.03","0.25"
"Tyquan Thornton","KC","4","WR","19","10","1","182","0","3","1","0","52.6","24.79","9.58","18.2","2.1","8","5","3","42.1","50","100","3","3","15.8","30","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46.2","0.27","4.62"
"DeVonta Smith","PHI","4","WR","21","17","0","158","0","1","0","0","81","9.67","7.52","9.29","2.41","8","5","1","38.1","29.4","100","1","1","4.8","5.9","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","38.8","0.18","2.28"
"Malik Turner","SF","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Christian Kirk","HST","2","WR","12","6","0","45","0","0","0","0","50","10","3.75","7.5","4.5","3","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10.5","0.12","1.75"
