"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Ashton Jeanty","LV","6","RB","18","14","0","73","0","2","0","0","77.8","-1.67","4.06","5.21","6.79","3","3","2","16.7","21.4","100","0","0","0","0","0","105","1","424","1","3","1","4.04","3.58","26","0.25","1","17","2","16.2","66.7","3","2","2.9","66.7","0","1","93.7","0.36","0.79"
"Quinshon Judkins","CLV","5","RB","11","9","0","62","0","0","0","0","81.8","-0.09","5.64","6.89","6.44","0","0","0","0","0","0","0","0","0","0","0","84","0","383","1","2","0","4.56","3.87","15","0.18","0","15","2","17.9","100","4","2","4.8","100","0","0","65.5","0.39","0.7"
"Kaleb Johnson","PIT","4","RB","1","0","0","0","0","0","0","1","0","-3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","36","0","0","0","2.57","2.14","2","0.14","0","2","0","14.3","0","0","0","0","0","0","0","3.6","0.14","0.26"
"Emanuel Wilson","GB","5","RB","4","4","0","33","0","0","0","0","100","-4.5","8.25","8.25","12.75","1","1","0","25","25","0","0","0","0","0","0","18","0","84","0","0","0","4.67","3.39","2","0.11","0","2","0","11.1","0","0","0","0","0","0","0","15.7","0.27","0.71"
"Bhayshul Tuten","JAX","6","RB","8","6","0","59","0","1","0","0","75","-1.38","7.38","9.83","12.33","1","1","1","12.5","16.7","100","0","0","0","0","0","27","0","108","0","1","0","4","3.11","6","0.22","0","6","1","22.2","100","1","1","3.7","100","0","1","34.7","0.48","1.05"
"Cam Skattebo","NYG","6","RB","23","20","0","155","0","0","0","1","87","-0.04","6.74","7.75","8","1","0","0","4.3","0","0","0","0","0","0","0","82","0","340","0","5","0","4.15","3.09","17","0.21","1","22","5","26.8","100","9","4","11","80","1","1","99.5","0.42","0.98"
"Nate Carter","ATL","2","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","46","0","0","0","6.57","4.29","1","0.14","1","0","0","0","0","0","0","0","0","0","0","4.6","0.57","0.66"
"Raheim Sanders","CLV","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","0","1","0","1","0.67","0","0","0","2","1","66.7","100","2","1","66.7","100","0","0","6.3","2.1","2.1"
"Braelon Allen","NYJ","4","RB","3","2","0","17","0","0","0","1","66.7","2.67","5.67","8.5","4.5","2","1","0","66.7","50","0","0","0","0","0","0","18","0","76","0","1","0","4.22","2.56","1","0.06","1","6","1","33.3","100","0","0","0","0","0","1","17.3","0.3","0.86"
"TreVeyon Henderson","NE","6","RB","18","16","0","99","0","0","0","1","88.9","-1.5","5.5","6.19","7.69","0","0","0","0","0","0","0","0","0","0","0","41","0","148","0","1","0","3.61","2.44","5","0.12","0","5","1","12.2","100","1","1","2.4","100","0","0","46.7","0.33","0.82"
"Bucky Irving","TB","4","RB","19","19","1","193","1","2","1","0","100","-2.11","10.16","10.16","12.26","2","2","1","10.5","10.5","50","0","0","0","0","0","71","0","237","0","0","0","3.34","2.39","15","0.21","1","7","0","9.9","0","0","0","0","0","0","0","74","0.37","0.82"
"Cooper DeJean","PHI","2","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"DJ Giddens","IND","6","RB","2","0","0","0","0","0","0","1","0","-3","0","0","0","1","0","0","50","0","0","0","0","0","0","0","18","0","66","0","0","0","3.67","2.5","1","0.06","0","2","0","11.1","0","1","0","5.6","0","0","0","6.6","0.14","0.37"
"Devin Neal","NO","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","9","0","0","0","4.5","1.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9","0.13","0.45"
"Will Shipley","PHI","4","RB","1","1","0","4","0","0","0","0","100","-4","4","4","8","0","0","0","0","0","0","0","0","0","0","0","4","0","26","0","0","0","6.5","3.25","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0.2","0.8"
"Brashard Smith","KC","6","RB","13","9","0","80","0","0","0","1","69.2","-1.15","6.15","8.89","11.11","2","1","0","15.4","11.1","0","0","0","0","0","0","8","0","28","0","0","0","3.5","2.88","1","0.13","0","1","0","12.5","0","0","0","0","0","0","0","19.8","0.38","1.16"
"Jaleel McLaughlin","DEN","1","RB","1","0","0","0","0","0","0","1","0","-6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Isaiah Davis","NYJ","6","RB","10","7","0","51","0","0","0","1","70","3.9","5.1","7.29","5.86","0","0","0","0","0","0","0","0","0","0","0","8","0","34","0","0","0","4.25","3.13","2","0.25","0","2","0","25","0","0","0","0","0","0","0","15.5","0.16","1.03"
"Trey Benson","ARZ","4","RB","14","13","0","64","0","0","0","0","92.9","0.29","4.57","4.92","5.54","4","3","0","28.6","23.1","0","1","0","7.1","0","0","29","1","160","0","0","0","5.52","3.59","10","0.34","0","3","0","10.3","0","1","0","3.4","0","0","0","35.4","0.29","0.84"
"Rachaad White","TB","6","RB","15","15","0","85","0","0","0","0","100","-2.67","5.67","5.67","8.33","2","2","0","13.3","13.3","0","0","0","0","0","0","54","0","214","0","4","0","3.96","2.81","8","0.15","0","10","4","18.5","100","4","3","7.4","75","0","1","68.9","0.38","1"
"Kyle Monangai","CHI","4","RB","4","3","0","23","0","0","0","0","75","2","5.75","7.67","5.67","2","2","0","50","66.7","0","0","0","0","0","0","17","0","62","0","0","0","3.65","2.35","9","0.53","0","3","0","17.6","0","0","0","0","0","0","0","11.5","0.16","0.57"
"Blake Corum","LA","6","RB","7","3","0","9","0","0","0","2","42.9","1.86","1.29","3","5.67","1","0","0","14.3","0","0","0","0","0","0","0","29","0","156","0","1","0","5.38","2.59","2","0.07","0","5","1","17.2","100","1","1","3.4","100","0","0","25.5","0.3","0.8"
"De'Von Achane","MIA","6","RB","39","29","0","195","0","3","0","3","74.4","0.33","5","6.72","7.97","3","3","2","7.7","10.3","66.7","1","1","2.6","3.4","33.3","76","1","390","1","3","1","5.13","3.67","20","0.26","1","9","2","11.8","66.7","2","1","2.6","33.3","0","0","123.5","0.44","1.18"
"Woody Marks","HST","5","RB","9","6","0","96","0","1","0","0","66.7","1","10.67","16","13.67","1","1","1","11.1","16.7","100","0","0","0","0","0","36","0","137","0","1","0","3.81","2.72","5","0.14","0","4","1","11.1","100","1","0","2.8","0","0","0","41.3","0.35","0.98"
"Tank Bigsby","PHI","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","12","0","0","0","2.4","2.8","0","0","0","1","0","20","0","0","0","0","0","0","0","1.2","0.09","0.24"
"Keaton Mitchell","BLT","2","RB","1","1","0","5","0","0","0","0","100","-6","5","5","11","0","0","0","0","0","0","0","0","0","0","0","3","0","8","0","0","0","2.67","2.33","0","0","0","1","0","33.3","0","0","0","0","0","0","0","2.3","0.38","0.57"
"Kimani Vidal","LAC","3","RB","5","4","0","15","0","1","0","0","80","-0.6","3","3.75","5.5","3","2","1","60","50","100","0","0","0","0","0","22","0","142","1","0","0","6.45","3.41","4","0.18","0","9","0","40.9","0","1","0","4.5","0","0","0","25.7","0.44","0.99"
"Tahj Brooks","CIN","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","17","0","0","0","3.4","2.2","1","0.2","0","0","0","0","0","0","0","0","0","0","0","1.7","0.17","0.34"
"Bijan Robinson","ATL","4","RB","23","18","2","270","2","1","1","2","78.3","1.3","11.74","15","13.78","5","3","0","21.7","16.7","0","0","0","0","0","0","64","0","314","1","1","0","4.91","3.58","24","0.38","1","10","1","15.6","100","2","0","3.1","0","0","0","88.4","0.43","1.08"
"Kendre Miller","NO","6","RB","5","5","0","30","0","0","0","0","100","-1","6","6","7","0","0","0","0","0","0","0","0","0","0","0","46","0","186","0","1","0","4.04","3.63","15","0.33","0","5","1","10.9","100","0","0","0","0","0","0","32.6","0.29","0.64"
"Sean Tucker","TB","4","RB","3","3","0","-4","0","0","0","0","100","-4","-1.33","-1.33","2.67","0","0","0","0","0","0","0","0","0","0","0","10","0","30","0","1","0","3","1.5","1","0.1","0","2","1","20","100","0","0","0","0","0","0","11.6","0.41","0.89"
"Jahmyr Gibbs","DET","6","RB","25","23","0","113","0","1","0","0","92","-0.04","4.52","4.91","5.7","5","4","0","20","17.4","0","0","0","0","0","0","87","1","390","0","4","0","4.48","2.52","16","0.18","0","28","4","32.2","100","5","2","5.7","50","0","0","103.3","0.45","0.94"
"Rasheen Ali","BLT","3","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","5","0","0","0","5","3","0","0","0","1","0","100","0","0","0","0","0","0","0","0.5","0.1","0.5"
"Julius Chestnut","TEN","6","RB","2","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","31","0","0","0","5.17","2","0","0","0","3","0","50","0","2","0","33.3","0","0","0","3.1","0.1","0.52"
"Jacory Croskey-Merritt","WAS","5","RB","7","5","0","54","0","0","0","0","71.4","-1.57","7.71","10.8","12.2","1","1","0","14.3","20","0","0","0","0","0","0","43","1","283","1","4","0","6.58","4.4","10","0.23","1","6","4","14","100","3","2","7","50","0","0","62.7","0.58","1.31"
"Tyler Goodson","IND","2","RB","1","1","0","0","0","0","0","0","100","-2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","0","6","0","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6","0.2","0.53"
"Ray Davis","BUF","5","RB","2","1","0","-1","0","0","0","0","50","0.5","-0.5","-1","6","0","0","0","0","0","0","0","0","0","0","0","13","0","30","0","0","0","2.31","1.85","0","0","0","2","0","15.4","0","0","0","0","0","0","0","3.9","0.09","0.28"
"RJ Harvey","DEN","6","RB","17","16","0","108","0","1","0","0","94.1","0.12","6.35","6.75","7.56","1","1","1","5.9","6.3","100","0","0","0","0","0","33","1","154","0","0","0","4.67","4.27","6","0.18","0","3","0","9.1","0","1","0","3","0","0","0","48.2","0.4","0.98"
"Jacardia Wright","SEA","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","20","0","0","0","4","2.2","1","0.2","0","0","0","0","0","0","0","0","0","0","0","2","0.4","0.4"
"Josh Williams","TB","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Jaylen Warren","PIT","4","RB","14","13","1","153","0","1","0","1","92.9","-0.86","10.93","11.77","12.23","1","1","1","7.1","7.7","100","0","0","0","0","0","54","0","184","0","0","0","3.41","3","18","0.33","0","13","0","24.1","0","4","0","7.4","0","0","0","52.7","0.39","0.79"
"Rhamondre Stevenson","NE","6","RB","15","13","1","154","0","0","0","1","86.7","2.8","10.27","11.85","9.31","0","0","0","0","0","0","0","0","0","0","0","51","0","157","0","2","0","3.08","2.63","12","0.24","3","11","2","21.6","100","5","1","9.8","50","1","1","56.1","0.26","0.88"
"Breece Hall","NYJ","6","RB","20","17","0","150","0","0","0","1","85","2.9","7.5","8.82","6.29","4","2","0","20","11.8","0","0","0","0","0","0","88","0","410","2","0","0","4.66","3.31","12","0.14","1","4","0","4.5","0","2","0","2.3","0","0","0","73","0.31","0.7"
"Zach Charbonnet","SEA","5","RB","4","4","0","30","0","0","0","0","100","1.5","7.5","7.5","6","0","0","0","0","0","0","0","0","0","0","0","60","0","156","0","3","0","2.6","2.38","13","0.22","0","19","3","31.7","100","7","3","11.7","100","0","0","40.6","0.25","0.63"
"Zonovan Knight","ARZ","2","RB","2","2","0","33","0","0","0","0","100","0.5","16.5","16.5","16","0","0","0","0","0","0","0","0","0","0","0","15","0","45","0","2","0","3","2.27","3","0.2","0","5","2","33.3","100","3","2","20","100","0","0","21.8","0.45","1.28"
"Ulysses Bentley IV","IND","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kenneth Walker III","SEA","6","RB","9","8","0","61","0","0","0","1","88.9","-1.11","6.78","7.63","9","0","0","0","0","0","0","0","0","0","0","0","78","0","364","1","3","0","4.67","2.85","18","0.23","0","15","3","19.2","100","3","2","3.8","66.7","0","0","68.5","0.45","0.8"
"Tyjae Spears","TEN","2","RB","5","4","0","19","0","0","0","0","80","-2.8","3.8","4.75","8","1","1","0","20","25","0","0","0","0","0","0","9","0","45","0","0","0","5","3.22","3","0.33","0","0","0","0","0","0","0","0","0","0","0","10.4","0.2","0.8"
"Kyren Williams","LA","6","RB","21","18","0","155","0","3","0","2","85.7","2.95","7.38","8.61","4.78","8","8","3","38.1","44.4","100","0","0","0","0","0","95","0","418","0","2","0","4.4","2.73","9","0.09","2","16","2","16.8","100","5","2","5.3","100","0","0","105.3","0.36","0.93"
"Craig Reynolds","DET","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","4","0","0","0","1.33","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4","0.13","0.13"
"Dylan Laube","LV","2","RB","2","2","0","17","0","0","0","0","100","-1.5","8.5","8.5","10","0","0","0","0","0","0","0","0","0","0","0","3","0","2","0","0","0","0.67","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3.9","0.21","0.78"
"Jacob Saylors","DET","2","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","11","0","0","0","5.5","4","1","0.5","0","0","0","0","0","0","0","0","0","0","0","1.1","0.22","0.55"
"Tyrone Tracy","NYG","4","RB","10","8","0","54","0","0","0","1","80","-0.1","5.4","6.75","7.38","0","0","0","0","0","0","0","0","0","0","0","26","0","74","0","0","0","2.85","1.96","2","0.08","0","1","0","3.8","0","0","0","0","0","0","0","20.8","0.19","0.61"
"Isiah Pacheco","KC","6","RB","15","10","0","46","0","1","0","3","66.7","-1.8","3.07","4.6","6.8","2","2","1","13.3","20","100","0","0","0","0","0","51","0","214","0","0","0","4.2","2.73","5","0.1","0","8","0","15.7","0","0","0","0","0","0","0","42","0.19","0.69"
"Tyler Badie","DEN","5","RB","11","6","0","62","0","0","0","2","54.5","1.55","5.64","10.33","12.83","1","0","0","9.1","0","0","1","0","9.1","0","0","1","0","3","0","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","12.5","0.22","1.79"
"Hassan Haskins","LAC","6","RB","2","2","0","11","0","0","0","0","100","1.5","5.5","5.5","4","0","0","0","0","0","0","0","0","0","0","0","11","0","27","0","0","0","2.45","2.91","0","0","0","1","0","9.1","0","0","0","0","0","0","0","5.8","0.12","0.45"
"Chris Rodriguez Jr.","WAS","3","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","1","105","0","0","0","4.57","4.22","2","0.09","0","8","0","34.8","0","1","0","4.3","0","0","0","10.5","0.18","0.46"
"James Cook","BUF","5","RB","13","12","1","89","0","0","0","1","92.3","-0.92","6.85","7.42","8.08","1","1","0","7.7","8.3","0","0","0","0","0","0","90","1","450","3","5","1","5","3.32","19","0.21","1","20","4","22.2","80","5","4","5.6","80","0","0","95.9","0.45","0.94"
"Zamir White","LV","3","RB","5","3","0","19","0","0","0","0","60","-1","3.8","6.33","6.33","0","0","0","0","0","0","0","0","0","0","0","10","0","25","0","0","0","2.5","1.9","0","0","0","0","0","0","0","0","0","0","0","0","0","7.4","0.15","0.57"
"Dameon Pierce","HST","2","RB","1","0","0","0","0","0","0","1","0","-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","26","0","0","0","2.6","2.3","2","0.2","0","1","0","10","0","0","0","0","0","0","0","2.6","0.11","0.26"
"Chris Brooks","GB","5","RB","6","5","0","30","0","0","0","1","83.3","-2","5","6","8.2","1","1","0","16.7","20","0","0","0","0","0","0","2","0","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","8.2","0.2","1.17"
"Tyler Allgeier","ATL","4","RB","3","2","0","4","0","0","0","1","66.7","-0.33","1.33","2","0.5","1","1","0","33.3","50","0","0","0","0","0","0","43","0","155","0","2","0","3.6","3.05","8","0.19","0","10","2","23.3","100","3","1","7","50","0","0","29.9","0.44","0.66"
"Jerome Ford","CLV","6","RB","20","18","0","67","0","0","0","2","90","-1.5","3.35","3.72","5.22","2","2","0","10","11.1","0","0","0","0","0","0","20","0","73","0","0","0","3.65","3.1","2","0.1","0","4","0","20","0","3","0","15","0","0","0","32","0.18","0.84"
"Antonio Gibson","NE","5","RB","3","2","0","6","0","0","0","0","66.7","-1.67","2","3","8","0","0","0","0","0","0","0","0","0","0","0","25","0","106","0","1","0","4.24","2.76","1","0.04","1","4","1","16","100","2","1","8","100","0","0","19.2","0.37","0.71"
"Javonte Williams","DAL","6","RB","25","22","0","83","0","1","0","1","88","-1.32","3.32","3.77","5.41","5","4","1","20","18.2","100","0","0","0","0","0","92","1","476","1","5","0","5.17","3.83","13","0.14","1","17","4","18.5","80","7","4","7.6","80","0","0","113.9","0.38","1"
"Chase Brown","CIN","6","RB","24","20","0","102","0","0","0","1","83.3","0.63","4.25","5.1","5.3","2","0","0","8.3","0","0","0","0","0","0","0","74","0","202","0","1","0","2.73","2.28","10","0.14","2","10","1","13.5","100","7","1","9.5","100","1","1","56.4","0.25","0.6"
"Emari Demercado","ARZ","5","RB","4","2","0","13","0","1","0","1","50","-1","3.25","6.5","9.5","2","1","1","50","50","100","0","0","0","0","0","8","1","90","0","0","0","11.25","9.88","1","0.13","1","2","0","25","0","0","0","0","0","0","0","18.3","0.33","1.83"
"Kenneth Gainwell","PIT","5","RB","21","19","0","79","0","0","0","1","90.5","-1.14","3.76","4.16","5.53","3","3","0","14.3","15.8","0","0","0","0","0","0","41","0","176","0","3","0","4.29","3.27","10","0.24","1","8","3","19.5","100","5","3","12.2","100","0","0","62.5","0.48","1.04"
"British Brooks","HST","2","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","15","0","0","0","7.5","5","1","0.5","0","0","0","0","0","0","0","0","0","0","0","1.5","0.11","0.75"
"George Holani","SEA","1","RB","2","2","0","15","0","0","0","0","100","-1","7.5","7.5","8.5","0","0","0","0","0","0","0","0","0","0","0","10","0","27","0","0","0","2.7","2.6","2","0.2","1","0","0","0","0","0","0","0","0","0","0","6.2","0.31","0.52"
"Jordan Mason","MIN","5","RB","10","9","0","34","0","0","0","0","90","-4.1","3.4","3.78","8.11","0","0","0","0","0","0","0","0","0","0","0","69","0","323","1","3","0","4.68","3.3","8","0.12","2","11","3","15.9","100","4","3","5.8","100","0","0","62.7","0.34","0.8"
"Jonathan Taylor","IND","6","RB","22","20","1","147","0","1","0","2","90.9","-0.95","6.68","7.35","8.45","3","3","1","13.6","15","100","0","0","0","0","0","114","2","601","3","7","1","5.27","3.7","24","0.21","0","31","6","27.2","85.7","13","5","11.4","71.4","1","1","142.8","0.45","1.07"
"Owen Wright","TB","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Chuba Hubbard","CAR","4","RB","15","13","0","94","0","2","0","2","86.7","-0.07","6.27","7.23","8.85","2","2","1","13.3","15.4","50","0","0","0","0","0","53","0","217","0","0","0","4.09","2.57","3","0.06","0","4","0","7.5","0","0","0","0","0","0","1","56.1","0.32","0.85"
"J.K. Dobbins","DEN","6","RB","9","6","0","23","0","0","0","2","66.7","-3.11","2.56","3.83","6.33","0","0","0","0","0","0","0","0","0","0","0","91","1","442","1","4","0","4.86","3.15","16","0.18","0","14","4","15.4","100","4","2","4.4","50","0","0","76.5","0.37","0.79"
"Michael Carter","ARZ","3","RB","9","7","0","52","0","0","0","1","77.8","4.44","5.78","7.43","7.43","1","0","0","11.1","0","0","0","0","0","0","0","28","0","86","0","1","0","3.07","2.25","4","0.14","0","3","1","10.7","100","1","1","3.6","100","0","0","26.8","0.36","0.77"
"D'Andre Swift","CHI","4","RB","17","13","1","85","0","0","0","1","76.5","-1.53","5","6.54","8.31","0","0","0","0","0","0","0","0","0","0","0","56","0","187","0","2","0","3.34","2.2","7","0.13","1","9","2","16.1","100","2","2","3.6","100","0","0","52.2","0.3","0.76"
"Cam Akers","MIN","2","RB","1","0","0","0","0","0","0","1","0","-6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","19","0","0","0","3.8","4.8","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9","0.24","0.38"
"Travis Etienne Jr.","JAX","6","RB","17","13","0","69","0","1","0","1","76.5","-2.24","4.06","5.31","7.46","3","3","1","17.6","23.1","100","0","0","0","0","0","89","2","470","2","2","1","5.28","3.38","14","0.16","0","14","1","15.7","50","0","0","0","0","0","0","84.9","0.35","0.83"
"AJ Dillon","PHI","6","RB","2","2","0","18","0","0","0","0","100","4.5","9","9","4.5","0","0","0","0","0","0","0","0","0","0","0","12","0","60","0","0","0","5","3.33","2","0.17","1","2","0","16.7","0","0","0","0","0","0","0","9.8","0.2","0.7"
"Najee Harris","LAC","3","RB","3","3","0","25","0","0","0","0","100","3.33","8.33","8.33","5","0","0","0","0","0","0","0","0","0","0","0","15","0","61","0","0","0","4.07","3.67","2","0.13","0","1","0","6.7","0","0","0","0","0","0","0","11.6","0.27","0.64"
"Brian Robinson","SF","6","RB","6","5","0","11","0","0","0","0","83.3","-0.5","1.83","2.2","3.8","1","1","0","16.7","20","0","0","0","0","0","0","27","0","108","0","0","0","4","2.78","5","0.19","0","2","0","7.4","0","0","0","0","0","0","0","16.9","0.25","0.53"
"DeeJay Dallas","CAR","2","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","100","0","0","0","0","0","0","0","0","0","0"
"Zavier Scott","MIN","3","RB","8","7","0","63","0","1","0","0","87.5","3.5","7.88","9","6.86","2","2","1","25","28.6","100","1","1","12.5","14.3","100","15","0","49","0","0","0","3.27","2.73","0","0","2","0","0","0","0","0","0","0","0","0","0","24.2","0.4","1.1"
"Nyheim Miller-Hines","LAC","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Josh Jacobs","GB","5","RB","19","15","0","176","0","0","0","0","78.9","-1.42","9.26","11.73","12.6","0","0","0","0","0","0","0","0","0","0","0","98","0","359","0","6","0","3.66","3.11","17","0.17","0","26","6","26.5","100","9","4","9.2","66.7","0","0","104.5","0.44","0.92"
"Justice Hill","BLT","6","RB","23","18","0","144","0","1","0","1","78.3","-0.61","6.26","8","9.11","1","1","1","4.3","5.6","100","0","0","0","0","0","15","1","88","0","1","1","5.87","5.53","2","0.13","1","2","0","13.3","0","0","0","0","0","0","0","53.2","0.35","1.61"
"Saquon Barkley","PHI","6","RB","22","19","1","137","0","1","1","2","86.4","0.55","6.23","7.21","6.89","3","2","0","13.6","10.5","0","1","0","4.5","0","0","95","0","325","0","3","0","3.42","2.42","11","0.12","0","16","3","16.8","100","6","0","6.3","0","0","0","89.2","0.3","0.78"
"Nick Chubb","HST","5","RB","9","7","0","46","0","0","0","1","77.8","0.78","5.11","6.57","6.57","1","1","0","11.1","14.3","0","0","0","0","0","0","58","0","249","0","2","0","4.29","2.36","10","0.17","0","4","0","6.9","0","3","0","5.2","0","0","0","48.5","0.33","0.75"
"Ty Johnson","BUF","5","RB","4","1","0","8","0","0","0","2","25","4","2","8","6","2","0","0","50","0","0","1","0","25","0","0","10","0","53","0","0","0","5.3","2.9","1","0.1","0","1","0","10","0","0","0","0","0","0","0","7.1","0.08","0.65"
"David Montgomery","DET","6","RB","9","9","0","78","0","0","0","0","100","0.11","8.67","8.67","8.56","1","1","0","11.1","11.1","0","0","0","0","0","0","65","1","334","1","4","0","5.14","3.75","10","0.15","0","17","3","26.2","75","8","2","12.3","50","0","0","74.2","0.52","1"
"Rico Dowdle","CAR","6","RB","14","12","0","104","0","1","0","1","85.7","1","7.43","8.67","7.67","2","2","1","14.3","16.7","100","0","0","0","0","0","81","2","472","2","2","0","5.83","3.9","15","0.19","1","12","2","14.8","100","4","2","4.9","100","0","1","87.6","0.43","0.94"
"Velus Jones Jr.","NO","2","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Miles Sanders","DAL","4","RB","8","8","0","30","0","0","0","0","100","-1.63","3.75","3.75","5.38","1","1","0","12.5","12.5","0","0","0","0","0","0","20","1","117","0","1","0","5.85","3","3","0.15","1","6","1","30","100","1","1","5","100","0","0","28.7","0.44","1.02"
"Devin Singletary","NYG","6","RB","3","2","0","0","0","0","0","1","66.7","-3.33","0","0","4","0","0","0","0","0","0","0","0","0","0","0","24","0","82","0","0","0","3.42","2.38","6","0.25","0","1","0","4.2","0","0","0","0","0","0","0","10.2","0.13","0.39"
"Jeff Wilson Jr.","MIA","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Tony Pollard","TEN","6","RB","13","11","0","79","0","0","0","1","84.6","-0.62","6.08","7.18","7.27","0","0","0","0","0","0","0","0","0","0","0","92","0","362","0","2","0","3.93","3.09","18","0.2","2","9","2","9.8","100","2","2","2.2","100","0","0","67.1","0.23","0.65"
"Dare Ogunbowale","HST","4","RB","2","2","0","17","0","0","0","0","100","2.5","8.5","8.5","6","0","0","0","0","0","0","0","0","0","0","0","2","0","9","0","0","0","4.5","5.5","1","0.5","1","0","0","0","0","0","0","0","0","0","0","4.6","0.15","1.15"
"Austin Ekeler","WAS","2","RB","7","5","0","38","0","0","0","0","71.4","1.43","5.43","7.6","10","1","0","0","14.3","0","0","0","0","0","0","0","14","0","43","0","0","0","3.07","2.36","0","0","0","2","0","14.3","0","0","0","0","0","0","0","13.1","0.19","0.69"
"Aaron Jones","MIN","2","RB","4","3","0","44","0","1","0","1","75","4","11","14.67","7.67","1","1","1","25","33.3","100","0","0","0","0","0","13","0","46","0","0","0","3.54","2.54","1","0.08","0","0","0","0","0","0","0","0","0","0","0","18","0.38","1.13"
"Jeremy McNichols","WAS","5","RB","4","2","0","12","0","0","0","0","50","-2.5","3","6","10","0","0","0","0","0","0","0","0","0","0","0","11","1","112","0","1","1","10.18","8.45","4","0.36","0","1","0","9.1","0","0","0","0","0","0","0","20.4","0.26","1.57"
